UF;Municípios;R$ Transferido;;Saldo em conta;% em Saldo;% Executado*;% Executado*
ES;AFONSO CLAUDIO;240243,42;;48365,39;0,2013182713;0,798681729;0,798681729
GO;VALPARAISO DE GOIAS;1185864,12;;165262,09;0,1393600559;0,860639944;0,860639944
GO;URUTAI;41150,25;;17274,16;0,4197826259;0,580217374;0,580217374
GO;URUACU;302244,87;;218723,94;0,7236646895;0,276335311;0,276335311
GO;TURVELANDIA;53762,42;;2456,95;0,0457001378;0,954299862;0,954299862
GO;TRINDADE;862302,86;;13,51;0,0000156673;0,999984333;0,999984333
GO;TRES RANCHOS;39785,98;;40056,90;1,0068094339;0;0
GO;TERESINA DE GOIAS;43354,31;;43648,88;1,0067944802;0;0
GO;SIMOLANDIA;62754,61;;71277,20;1,1358081900;0;0
GO;SILVANIA;165377,46;;51,83;0,0003134043;0,999686596;0,999686596
GO;SERRANOPOLIS;72391,96;;5948,38;0,0821690696;0,91783093;0,91783093
GO;SENADOR CANEDO;784618,7;;167,59;0,0002135942;0,999786406;0,999786406
GO;SAO MIGUEL DO PASSA QUATRO;46774,2;;47087,38;1,0066955715;0;0
GO;SAO LUIZ DO NORTE;53111,55;;53465,69;1,0066678528;0;0
GO;SAO JOAO D'ALIANCA;117798,6;;118585,76;1,0066822526;0;0
GO;SAO FRANCISCO DE GOIAS;59374,69;;32890,09;0,5539412501;0,44605875;0,44605875
GO;SANTO ANTONIO DO DESCOBERTO;529048,01;;32278,82;0,0610130260;0,938986974;0,938986974
GO;SANTA HELENA DE GOIAS;291488,49;;99008,86;0,3396664479;0,660333552;0,660333552
GO;SANTA CRUZ DE GOIAS;39910;;40180,42;1,0067757454;0;0
GO;SANTA BARBARA DE GOIAS;61064,65;;0,18;0,0000029477;0,999997052;0,999997052
GO;RUBIATABA;160734,09;;36021,46;0,2241059131;0,775894087;0,775894087
GO;RIO VERDE;1569411,11;;964383,76;0,6144876596;0,38551234;0,38551234
GO;RIALMA;93816,39;;0,00;0,0000000000;1;1
GO;PROFESSOR JAMIL;42012,62;;359,13;0,0085481458;0,991451854;0,991451854
GO;PORTELANDIA;46511,57;;526,94;0,0113292241;0,988670776;0,988670776
GO;PORANGATU;337874,11;;340163,37;1,0067754821;0;0
GO;PLANALTINA;623550,56;;627728,69;1,0067005473;0;0
GO;PIRES DO RIO;242565,27;;619,12;0,0025523852;0,997447615;0,997447615
GO;PIRENOPOLIS;197301,35;;198616,93;1,0066678713;0;0
GO;PIRANHAS;90773,32;;86832,94;0,9565909895;0,04340901;0,04340901
GO;PIRACANJUBA;195108,97;;196417,45;1,0067064062;0;0
GO;PANAMA;38541,35;;12,71;0,0003297757;0,999670224;0,999670224
GO;PALMELO;37205,37;;10,98;0,0002951187;0,999704881;0,999704881
GO;PALMEIRAS DE GOIAS;219850,75;;98532,82;0,4481805043;0,551819496;0,551819496
GO;OUVIDOR;61674,98;;14380,24;0,2331616484;0,766838352;0,766838352
GO;NOVO GAMA;794430,36;;373626,10;0,4703069253;0,529693075;0,529693075
GO;NOVO BRASIL;40242,73;;40516,18;1,0067950161;0;0
GO;NOVA VENEZA;79865,47;;57254,74;0,7168897898;0,28311021;0,28311021
GO;NOVA ROMA;42246,43;;42529,75;1,0067063655;0;0
GO;NIQUELANDIA;343549,18;;143,05;0,0004163887;0,999583611;0,999583611
GO;NEROPOLIS;225514,32;;227018,03;1,0066679136;0;0
GO;MOSSAMEDES;48104,11;;0,00;0,0000000000;1;1
GO;MORRO AGUDO DE GOIAS;36446,02;;36689,44;1,0066789186;0;0
GO;MORRINHOS;342106,52;;38,21;0,0001116904;0,99988831;0,99988831
GO;MINEIROS;475834,67;;479041,47;1,0067393156;0;0
GO;MINACU;228934,06;;184987,74;0,8080393979;0,191960602;0,191960602
GO;LUZIANIA;1413272,39;;11250,50;0,0079606027;0,992039397;0,992039397
GO;LEOPOLDO DE BULHOES;67270,69;;62,50;0,0009290822;0,999070918;0,999070918
GO;LAGOA SANTA;32677,87;;32895,54;1,0066610829;0;0
GO;JATAI;694017;;1023,30;0,0014744596;0,99852554;0,99852554
GO;JARAGUA;367000;;369464,12;1,0067142234;0;0
GO;IVOLANDIA;37142,56;;9,93;0,0002673483;0,999732652;0,999732652
GO;ITUMBIARA;723925,36;;728830,30;1,0067754775;0;0
GO;ITAUCU;74641,43;;241,91;0,0032409615;0,996759039;0,996759039
GO;ITABERAI;315760,62;;317878,24;1,0067064094;0;0
GO;IPORA;242984,72;;32247,07;0,1327123368;0,867287663;0,867287663
GO;IPIRANGA DE GOIAS;40128,3;;0,00;0,0000000000;1;1
GO;IPAMERI;209159,62;;56003,69;0,2677557456;0,732244254;0,732244254
GO;IACIARA;118979,25;;69858,42;0,5871479271;0,412852073;0,412852073
GO;HIDROLANDIA;171149,56;;51,08;0,0002984524;0,999701548;0,999701548
GO;GUARAITA;35007,27;;35242,04;1,0067063213;0;0
GO;GOIATUBA;257623,43;;259341,24;1,0066679106;0;0
GO;GOIAS;184000;;35,70;0,0001940217;0,999805978;0,999805978
GO;GOIANIRA;331565,3;;212010,24;0,6394222797;0,36057772;0,36057772
GO;GOIANESIA;494578,4;;128196,21;0,2592030101;0,74079699;0,74079699
GO;GAMELEIRA DE GOIAS;45409,67;;14,12;0,0003109470;0,999689053;0,999689053
GO;FORMOSO;47864,68;;48189,39;1,0067839167;0;0
GO;FORMOSA;828149,65;;572484,37;0,6912813040;0,308718696;0,308718696
GO;FLORES DE GOIAS;133881,78;;134780,34;1,0067115929;0;0
GO;FIRMINOPOLIS;107370,33;;108099,85;1,0067944282;0;0
GO;EDEALINA;44730,26;;7,00;0,0001564936;0,999843506;0,999843506
GO;DOVERLANDIA;65415,16;;12222,67;0,1868476665;0,813152333;0,813152333
GO;DAVINOPOLIS;35566,61;;7,42;0,0002086226;0,999791377;0,999791377
GO;CROMINIA;43514,17;;43810,24;1,0068039905;0;0
GO;CRIXAS;136119,83;;32,16;0,0002362624;0,999763738;0,999763738
GO;CRISTALINA;423408,59;;75355,44;0,1779733378;0,822026662;0,822026662
GO;CORUMBA DE GOIAS;94912,58;;95547,86;1,0066933172;0;0
GO;COLINAS DO SUL;42920,4;;43203,47;1,0065952321;0;0
GO;COCALZINHO DE GOIAS;162779,72;;142147,48;0,8732505499;0,12674945;0,12674945
GO;CIDADE OCIDENTAL;509825,34;;15844,26;0,0310778197;0,96892218;0,96892218
GO;CERES;173918,62;;96120,97;0,5526778559;0,447322144;0,447322144
GO;CAVALCANTE;79043,32;;79571,23;1,0066787427;0;0
GO;CATALAO;747234,02;;436,97;0,0005847833;0,999415217;0,999415217
GO;CAMPESTRE DE GOIAS;44336,32;;44637,99;1,0068041281;0;0
GO;CALDAS NOVAS;630660,6;;30487,16;0,0483416278;0,951658372;0,951658372
GO;CABECEIRAS;69246,12;;70466,46;1,0176232257;0;0
GO;BURITI DE GOIAS;37816,26;;38068,83;1,0066788731;0;0
GO;BRITANIA;56605,66;;56989,67;1,0067839506;0;0
GO;BONFINOPOLIS;79026,2;;25,63;0,0003243228;0,999675677;0,999675677
GO;BELA VISTA DE GOIAS;226230,52;;52,31;0,0002312243;0,999768776;0,999768776
GO;BARRO ALTO;95238,01;;0,00;0,0000000000;1;1
GO;ARUANA;79991,07;;80535,77;1,0068095101;0;0
GO;ARAGOIANIA;90333,7;;23504,12;0,2601921542;0,739807846;0,739807846
GO;ARAGARCAS;162083,18;;0,00;0,0000000000;1;1
GO;APARECIDA DE GOIANIA;3525038,84;;2355675,62;0,6682694083;0,331730592;0,331730592
GO;ANICUNS;171971,74;;173137,00;1,0067758807;0;0
GO;ANAPOLIS;2433095,5;;571937,46;0,2350657670;0,764934233;0,764934233
GO;AMERICANO DO BRASIL;58501,16;;0,63;0,0000107690;0,999989231;0,999989231
GO;ALVORADA DO NORTE;73053,5;;73544,63;1,0067228812;0;0
GO;ALTO PARAISO DE GOIAS;67139,37;;0,32;0,0000047662;0,999995234;0,999995234
GO;ALEXANIA;212943,46;;214393,50;1,0068095071;0;0
GO;AGUAS LINDAS DE GOIAS;1436914,72;;684074,93;0,4760720455;0,523927954;0,523927954
GO;ADELANDIA;37976,12;;0,00;0,0000000000;1;1
GO;ACREUNA;174915,85;;7595,76;0,0434252242;0,956574776;0,956574776
MA;VITORINO FREIRE;239179,35;;69677,06;0,2913172061;0,708682794;0,708682794
MA;VITORIA DO MEARIM;246264,63;;213256,33;0,8659641054;0,134035895;0,134035895
MA;VARGEM GRANDE;404000;;362,50;0,0008972772;0,999102723;0,999102723
MA;URBANO SANTOS;248308,4;;5021,11;0,0202212652;0,979778735;0,979778735
MA;TUTOIA;417351,84;;15179,67;0,0363713983;0,963628602;0,963628602
MA;TUNTUM;305437,34;;0,00;0,0000000000;1;1
MA;TRIZIDELA DO VALE;169996,95;;38,44;0,0002261217;0,999773878;0,999773878
MA;TIMON;1250000;;825266,83;0,6602134640;0,339786536;0,339786536
MA;SUCUPIRA DO RIACHAO;54516,37;;54879,88;1,0066679054;0;0
MA;SITIO NOVO;147633,51;;20,63;0,0001397379;0,999860262;0,999860262
MA;SENADOR ALEXANDRE COSTA;93209,72;;93832,25;1,0066788099;0;0
MA;SAO VICENTE FERRER;171418,57;;70899,01;0,4136016885;0,586398311;0,586398311
MA;SAO RAIMUNDO DO DOCA BEZERRA;52100,88;;52448,28;1,0066678336;0;0
MA;SAO MATEUS DO MARANHAO;303703,89;;3583,74;0,0118001123;0,988199888;0,988199888
MA;SAO LUIS GONZAGA DO MARANHAO;152058,24;;1082,09;0,0071162865;0,992883714;0,992883714
MA;SAO JOSE DE RIBAMAR;1301265,77;;385399,10;0,2961724721;0,703827528;0,703827528
MA;SAO JOAO DO SOTER;150271,22;;27319,98;0,1818044733;0,818195527;0,818195527
MA;SAO FRANCISCO DO MARANHAO;99313;;2769,11;0,0278826538;0,972117346;0,972117346
MA;SAO FRANCISCO DO BREJAO;96960,75;;39,27;0,0004050092;0,999594991;0,999594991
MA;SAO DOMINGOS DO MARANHAO;255000;;256700,31;1,0066678824;0;0
MA;SAO BERNARDO;214557;;47,97;0,0002235770;0,999776423;0,999776423
MA;SAO BENEDITO DO RIO PRETO;150000;;62927,93;0,4195195333;0,580480467;0,580480467
MA;SANTO ANTONIO DOS LOPES;119947,74;;120748,85;1,0066788253;0;0
MA;SANTA RITA;282728,13;;20452,35;0,0723392823;0,927660718;0,927660718
MA;SANTA QUITERIA DO MARANHAO;198202,27;;0,00;0,0000000000;1;1
MA;SANTA LUZIA;511080,42;;163263,50;0,3194477691;0,680552231;0,680552231
MA;SANTA HELENA;307137;;1330,58;0,0043322035;0,995667796;0,995667796
MA;SANTA FILOMENA DO MARANHAO;66580,18;;0,00;0,0000000000;1;1
MA;ROSARIO;310621,41;;312692,60;1,0066678920;0;0
MA;RIBAMAR FIQUENE;66682,95;;67137,23;1,0068125360;0;0
MA;PRIMEIRA CRUZ;124440,98;;1,68;0,0000135004;0,9999865;0,9999865
MA;PRESIDENTE VARGAS;93500;;527,08;0,0056372193;0,994362781;0,994362781
MA;PRESIDENTE MEDICI;62251,91;;12,55;0,0002016002;0,9997984;0,9997984
MA;PRESIDENTE JUSCELINO;102304,68;;102986,84;1,0066679257;0;0
MA;PORTO RICO DO MARANHAO;54314,81;;54683,85;1,0067944636;0;0
MA;POCAO DE PEDRAS;146445,97;;147422,46;1,0066679199;0;0
MA;PIO XII;167068,06;;163178,36;0,9767178717;0,023282128;0,023282128
MA;PINHEIRO;579691,11;;91674,86;0,1581443262;0,841855674;0,841855674
MA;PERITORO;176000;;177186,12;1,0067393182;0;0
MA;PERI MIRIM;118748,78;;188,84;0,0015902479;0,998409752;0,998409752
MA;PEDREIRAS;290572,63;;18786,27;0,0646525793;0,935347421;0,935347421
MA;PAULINO NEVES;128551,7;;129415,52;1,0067196311;0;0
MA;PASTOS BONS;155573,53;;5642,14;0,0362667094;0,963733291;0,963733291
MA;PARNARAMA;258499,72;;32576,42;0,1260211036;0,873978896;0,873978896
MA;PACO DO LUMIAR;1178673,2;;14983,48;0,0127121580;0,987287842;0,987287842
MA;NOVA OLINDA DO MARANHAO;163887,97;;111,49;0,0006802818;0,999319718;0,999319718
MA;NOVA IORQUE;48937,96;;49264,27;1,0066678300;0;0
MA;NINA RODRIGUES;119525,25;;5651,20;0,0472803864;0,952719614;0,952719614
MA;MORROS;155350,87;;156389,93;1,0066884724;0;0
MA;MONTES ALTOS;74499,02;;7004,26;0,0940181495;0,90598185;0,90598185
MA;MONCAO;250089,88;;251757,45;1,0066678828;0;0
MA;MIRINZAL;122425,59;;123256,12;1,0067839575;0;0
MA;MIRANDA DO NORTE;213000;;66473,91;0,3120840845;0,687915915;0,687915915
MA;MIRADOR;164000;;165095,32;1,0066787805;0;0
MA;MATOES DO NORTE;132000;;132883,81;1,0066955303;0;0
MA;MATOES;252076,72;;79137,75;0,3139431122;0,686056888;0,686056888
MA;MATINHA;177830,15;;33808,28;0,1901155681;0,809884432;0,809884432
MA;MATA ROMA;133083,48;;0,41;0,0000030808;0,999996919;0,999996919
MA;MARAJA DO SENA;66688,66;;67134,06;1,0066787967;0;0
MA;MARACACUME;166554,23;;167664,80;1,0066679183;0;0
MA;LUIS DOMINGUES;61886,52;;62299,17;1,0066678495;0;0
MA;LORETO;99009,37;;19,67;0,0001986681;0,999801332;0,999801332
MA;LIMA CAMPOS;97503,14;;20,33;0,0002085061;0,999791494;0,999791494
MA;LAGO DO JUNCO;91491,22;;29,02;0,0003171889;0,999682811;0,999682811
MA;LAGO DA PEDRA;360986,08;;212937,36;0,5898769282;0,410123072;0,410123072
MA;JUNCO DO MARANHAO;41795,99;;42074,68;1,0066678645;0;0
MA;JOAO LISBOA;179325,99;;47,18;0,0002630963;0,999736904;0,999736904
MA;JENIPAPO DOS VIEIRAS;131292,18;;132170,32;1,0066884410;0;0
MA;ITINGA DO MARANHAO;200246,21;;0,00;0,0000000000;1;1
MA;ITAPECURU MIRIM;478199,62;;68919,84;0,1441235775;0,855876422;0,855876422
MA;ITAIPAVA DO GRAJAU;128677,31;;804,56;0,0062525398;0,99374746;0,99374746
MA;IMPERATRIZ;1763692,84;;73023,57;0,0414037911;0,958596209;0,958596209
MA;IGARAPE GRANDE;94231,69;;94860,02;1,0066679267;0;0
MA;IGARAPE DO MEIO;117943,77;;1006,64;0,0085349146;0,991465085;0,991465085
MA;HUMBERTO DE CAMPOS;215000;;50370,78;0,2342826977;0,765717302;0,765717302
MA;GUIMARAES;98285,32;;98947,70;1,0067393584;0;0
MA;GRAJAU;485758,77;;5078,48;0,0104547366;0,989545263;0,989545263
MA;GOVERNADOR NEWTON BELLO;80322,54;;31,98;0,0003981448;0,999601855;0,999601855
MA;GOVERNADOR EDISON LOBAO;148859,46;;11964,86;0,0803768870;0,919623113;0,919623113
MA;GONCALVES DIAS;146794,24;;147792,49;1,0068003349;0;0
MA;FORTALEZA DOS NOGUEIRAS;101716,62;;27252,88;0,2679294691;0,732070531;0,732070531
MA;FORMOSA DA SERRA NEGRA;153388,51;;14511,84;0,0946083902;0,90539161;0,90539161
MA;FERNANDO FALCAO;88750,74;;89341,90;1,0066609022;0;0
MA;FEIRA NOVA DO MARANHAO;70753,7;;0,05;0,0000007067;0,999999293;0,999999293
MA;ESPERANTINOPOLIS;142836,21;;2219,72;0,0155403171;0,984459683;0,984459683
MA;DUQUE BACELAR;94396,3;;95025,72;1,0066678461;0;0
MA;DOM PEDRO;177715,96;;0,00;0,0000000000;1;1
MA;DAVINOPOLIS;103298,11;;26,65;0,0002579912;0,999742009;0,999742009
MA;CURURUPU;245867,91;;0,00;0,0000000000;1;1
MA;COROATA;461602,6;;464685,55;1,0066787969;0;0
MA;CONCEICAO DO LAGO-ACU;129704,98;;130571,25;1,0066787721;0;0
MA;COLINAS;301000;;0,00;0,0000000000;1;1
MA;COELHO NETO;356245,89;;0,00;0,0000000000;1;1
MA;CODO;827251,3;;7457,76;0,0090151082;0,990984892;0,990984892
MA;CHAPADINHA;551097,56;;115,66;0,0002098721;0,999790128;0,999790128
MA;CENTRAL DO MARANHAO;71718,58;;72198,27;1,0066885039;0;0
MA;CEDRAL;90549,18;;91152,95;1,0066678682;0;0
MA;CAXIAS;1228146,4;;139869,18;0,1138864064;0,886113594;0,886113594
MA;CARUTAPERA;187725,65;;59082,72;0,3147290741;0,685270926;0,685270926
MA;CAROLINA;180000;;0,00;0,0000000000;1;1
MA;CAPINZAL DO NORTE;92027,89;;1687,01;0,0183315080;0,981668492;0,981668492
MA;CANTANHEDE;169977,96;;42236,65;0,2484830975;0,751516903;0,751516903
MA;CANDIDO MENDES;159604,26;;0,00;0,0000000000;1;1
MA;CACHOEIRA GRANDE;76045,45;;38315,94;0,5038557862;0,496144214;0,496144214
MA;BURITICUPU;509322,4;;405545,49;0,7962451485;0,203754852;0,203754852
MA;BURITI BRAVO;188165,27;;189442,91;1,0067899884;0;0
MA;BURITI;215535,79;;217004,14;1,0068125577;0;0
MA;BREJO DE AREIA;74658,88;;75157,51;1,0066787769;0;0
MA;BREJO;267006,62;;70,78;0,0002650871;0,999734913;0,999734913
MA;BOM LUGAR;130030,42;;130897,45;1,0066679012;0;0
MA;BOM JESUS DAS SELVAS;253481,22;;101690,11;0,4011741383;0,598825862;0,598825862
MA;BOM JARDIM;304284,06;;4121,51;0,0135449422;0,986455058;0,986455058
MA;BOA VISTA DO GURUPI;75224,1;;75736,70;1,0068143055;0;0
MA;BERNARDO DO MEARIM;56703,04;;57081,13;1,0066678965;0;0
MA;BEQUIMAO;165897,65;;167021,75;1,0067758645;0;0
MA;BENEDITO LEITE;54356,51;;54718,58;1,0066610237;0;0
MA;BELAGUA;64843,91;;50,31;0,0007758631;0,999224137;0,999224137
MA;BARREIRINHAS;445799,18;;271636,25;0,6093242477;0,390675752;0,390675752
MA;BARRA DO CORDA;607220;;425,25;0,0007003228;0,999299677;0,999299677
MA;BARAO DE GRAJAU;151852,7;;0,00;0,0000000000;1;1
MA;BALSAS;652748,91;;84001,48;0,1286888093;0,871311191;0,871311191
MA;BACURITUBA;54425,02;;10586,78;0,1945204614;0,805479539;0,805479539
MA;BACURI;150493,88;;3230,58;0,0214665208;0,978533479;0,978533479
MA;BACABEIRA;141775,74;;43891,12;0,3095813148;0,690418685;0,690418685
MA;BACABAL;717596,7;;340136,79;0,4739943620;0,526005638;0,526005638
MA;AXIXA;98855,22;;15230,80;0,1540717830;0,845928217;0,845928217
MA;ARARI;222213,17;;53098,01;0,2389507787;0,761049221;0,761049221
MA;ARAME;245904,94;;27,35;0,0001112218;0,999888778;0,999888778
MA;ARAIOSES;339146,45;;122869,28;0,3622897424;0,637710258;0,637710258
MA;APICUM-ACU;142826,26;;143777,62;1,0066609600;0;0
MA;ANAPURUS;126820,44;;8628,08;0,0680338280;0,931966172;0,931966172
MA;AMARANTE DO MARANHAO;303170,74;;24259,41;0,0800189688;0,919981031;0,919981031
MA;AMAPA DO MARANHAO;61949,92;;62363,89;1,0066823331;0;0
MA;ALTO ALEGRE DO PINDARE;241437,54;;243073,39;1,0067754584;0;0
MA;ALTO ALEGRE DO MARANHAO;206258,13;;0,00;0,0000000000;1;1
MA;ACAILANDIA;760384,29;;386168,40;0,5078595193;0,492140481;0,492140481
MG;VOLTA GRANDE;55932,1;;12090,33;0,2161608450;0,783839155;0,783839155
MG;VISCONDE DO RIO BRANCO;320851,98;;101,53;0,0003164388;0,999683561;0,999683561
MG;VIRGINOPOLIS;94599,76;;95230,54;1,0066678816;0;0
MG;VIRGINIA;75469,42;;75975,94;1,0067115926;0;0
MG;VIRGEM DA LAPA;121759,2;;21,46;0,0001762495;0,99982375;0,99982375
MG;VIEIRAS;46545,66;;46856,02;1,0066678612;0;0
MG;VICOSA;562593,45;;90329,27;0,1605586947;0,839441305;0,839441305
MG;VESPASIANO;875547,37;;61986,80;0,0707977685;0,929202232;0,929202232
MG;VERMELHO NOVO;53574,15;;53933,44;1,0067064060;0;0
MG;VERISSIMO;48777,97;;49103,22;1,0066679692;0;0
MG;VEREDINHA;58604,07;;59001,34;1,0067788807;0;0
MG;VERDELANDIA;79357,48;;15118,81;0,1905152482;0,809484752;0,809484752
MG;VAZANTE;169448,49;;170583,04;1,0066955451;0;0
MG;VARZELANDIA;162197,64;;33364,50;0,2057027464;0,794297254;0,794297254
MG;VARZEA DA PALMA;303318,63;;136067,43;0,4485956896;0,55140431;0,55140431
MG;VARJAO DE MINAS;66117,54;;66559,76;1,0066883916;0;0
MG;VARGINHA;929625,4;;249615,26;0,2685116607;0,731488339;0,731488339
MG;VARGEM BONITA;38238,89;;3028,43;0,0791976441;0,920802356;0,920802356
MG;URUCUIA;139532,34;;1247,15;0,0089380713;0,991061929;0,991061929
MG;URUANA DE MINAS;44581,68;;44878,95;1,0066679856;0;0
MG;UNAI;602826,36;;13693,41;0,0227153471;0,977284653;0,977284653
MG;UMBURATIBA;40853,76;;751,48;0,0183943901;0,98160561;0,98160561
MG;UBERLANDIA;4186480,7;;23766,79;0,0056770332;0,994322967;0,994322967
MG;UBERABA;2145270,13;;70274,94;0,0327580844;0,967241916;0,967241916
MG;UBAPORANGA;105796,65;;0,00;0,0000000000;1;1
MG;UBAI;106150,62;;106866,00;1,0067392918;0;0
MG;UBA;806755,67;;1805,61;0,0022381126;0,997761887;0,997761887
MG;TURVOLANDIA;54721,72;;0,00;0,0000000000;1;1
MG;TURMALINA;165872,76;;2221,42;0,0133923135;0,986607687;0,986607687
MG;TUPACIGUARA;205142,48;;22455,97;0,1094652361;0,890534764;0,890534764
MG;TUMIRITINGA;64381,34;;395,71;0,0061463461;0,993853654;0,993853654
MG;TRES PONTAS;419119,48;;66,60;0,0001589046;0,999841095;0,999841095
MG;TRES MARIAS;253922,25;;29655,76;0,1167907105;0,883209289;0,883209289
MG;TRES CORACOES;566217,84;;207,69;0,0003668023;0,999633198;0,999633198
MG;TOMBOS;71746,94;;13,74;0,0001915064;0,999808494;0,999808494
MG;TIRADENTES;71512,18;;71989,02;1,0066679550;0;0
MG;TIMOTEO;634022,13;;10312,78;0,0162656468;0,983734353;0,983734353
MG;TEOFILO OTONI;958366,16;;50,85;0,0000530591;0,999946941;0,999946941
MG;TARUMIRIM;125035,14;;125871,43;1,0066884397;0;0
MG;TAPIRA;53197,33;;0,00;0,0000000000;1;1
MG;TAPARUBA;43702,72;;null;#VALOR!;0;0
MG;TAIOBEIRAS;264059,13;;104,90;0,0003972595;0,99960274;0,99960274
MG;TABULEIRO;47356,69;;47672,98;1,0066788874;0;0
MG;SILVIANOPOLIS;61561,5;;8,04;0,0001306011;0,999869399;0,999869399
MG;SILVEIRANIA;38855,5;;9,56;0,0002460398;0,99975396;0,99975396
MG;SETUBINHA;104580,56;;0,00;0,0000000000;1;1
MG;SETE LAGOAS;1607771,1;;5561,98;0,0034594352;0,996540565;0,996540565
MG;SERRO;171595,2;;44,29;0,0002581075;0,999741893;0,999741893
MG;SERRANOS;37154,12;;37401,86;1,0066679012;0;0
MG;SERRANIA;69731,55;;6388,09;0,0916097520;0,908390248;0,908390248
MG;SERRA DOS AIMORES;75611,42;;76116,41;1,0066787530;0;0
MG;SERRA DO SALITRE;100721,05;;21160,53;0,2100904429;0,789909557;0,789909557
MG;SERRA DA SAUDADE;30405,69;;195,57;0,0064320198;0,99356798;0,99356798
MG;SERRA AZUL DE MINAS;50456,85;;9,39;0,0001860996;0,9998139;0,9998139
MG;SENHORA DOS REMEDIOS;94309,48;;18,33;0,0001943601;0,99980564;0,99980564
MG;SENHORA DO PORTO;46060,67;;46374,37;1,0068105827;0;0
MG;SENHORA DE OLIVEIRA;58980,88;;13,17;0,0002232927;0,999776707;0,999776707
MG;SENADOR CORTES;37393,91;;4934,01;0,1319468865;0,868053113;0,868053113
MG;SEM-PEIXE;40979,37;;41252,62;1,0066679893;0;0
MG;SARZEDO;256183,15;;0,00;0,0000000000;1;1
MG;SAPUCAI-MIRIM;65512,35;;0,00;0,0000000000;1;1
MG;SAO VICENTE DE MINAS;70211,13;;70680,06;1,0066788556;0;0
MG;SAO TOMAS DE AQUINO;66031,9;;16067,15;0,2433240600;0,75667594;0,75667594
MG;SAO TIAGO;97061,37;;9782,28;0,1007844831;0,899215517;0,899215517
MG;SAO THOME DAS LETRAS;66419;;10493,15;0,1579841612;0,842015839;0,842015839
MG;SAO SEBASTIAO DO PARAISO;508897,94;;289066,27;0,5680240521;0,431975948;0,431975948
MG;SAO SEBASTIAO DO OESTE;64627,41;;65061,89;1,0067228441;0;0
MG;SAO SEBASTIAO DA BELA VISTA;57370,85;;12,90;0,0002248529;0,999775147;0,999775147
MG;SAO ROQUE DE MINAS;66203,18;;66645,98;1,0066885005;0;0
MG;SAO PEDRO DOS FERROS;70370,99;;16,38;0,0002327664;0,999767234;0,999767234
MG;SAO PEDRO DO SUACUI;55897,84;;56278,85;1,0068161847;0;0
MG;SAO MIGUEL DO ANTA;65558,03;;65996,11;1,0066823240;0;0
MG;SAO LOURENCO;348263,56;;113921,28;0,3271122595;0,672887741;0,672887741
MG;SAO JOSE DO DIVINO;47984,71;;48306,52;1,0067065113;0;0
MG;SAO JOSE DO ALEGRE;49902,69;;7,44;0,0001490902;0,99985091;0,99985091
MG;SAO JOSE DA VARGINHA;54516,19;;54885,75;1,0067789037;0;0
MG;SAO JOSE DA SAFIRA;50313,76;;50648,90;1,0066610009;0;0
MG;SAO JOSE DA LAPA;187581,32;;35,32;0,0001882917;0,999811708;0,999811708
MG;SAO JOSE DA BARRA;68344,18;;17,71;0,0002591296;0,99974087;0,99974087
MG;SAO JOAQUIM DE BICAS;249480,4;;132916,36;0,5327727549;0,467227245;0,467227245
MG;SAO JOAO NEPOMUCENO;211045,93;;62,24;0,0002949121;0,999705088;0,999705088
MG;SAO JOAO DO PARAISO;186734,33;;0,00;0,0000000000;1;1
MG;SAO JOAO DO ORIENTE;68755,25;;69222,40;1,0067943902;0;0
MG;SAO JOAO DEL REI;635392,37;;0,00;0,0000000000;1;1
MG;SAO JOAO DAS MISSOES;108896,81;;109625,16;1,0066884420;0;0
MG;SAO JOAO DA PONTE;204215,43;;205581,32;1,0066884760;0;0
MG;SAO JOAO DA MATA;41641,42;;7698,05;0,1848652135;0,815134786;0,815134786
MG;SAO JOAO BATISTA DO GLORIA;68497,7;;0,00;0,0000000000;1;1
MG;SAO GOTARDO;271695,39;;0,00;0,0000000000;1;1
MG;SAO GONCALO DO RIO ABAIXO;96941,48;;79213,21;0,8171240010;0,182875999;0,182875999
MG;SAO GONCALO DO PARA;105454,09;;12959,39;0,1228912980;0,877108702;0,877108702
MG;SAO GERALDO;105197,17;;105902,67;1,0067064542;0;0
MG;SAO FRANCISCO DE SALES;61561,5;;0,00;0,0000000000;1;1
MG;SAO FRANCISCO DE PAULA;63210,94;;15,25;0,0002412557;0,999758744;0,999758744
MG;SAO FRANCISCO;416699,66;;0,00;0,0000000000;1;1
MG;SAO FELIX DE MINAS;45181,43;;45483,19;1,0066788501;0;0
MG;SAO DOMINGOS DO PRATA;151001,65;;42819,00;0,2835664379;0,716433562;0,716433562
MG;SAO DOMINGOS DAS DORES;58170,16;;48493,37;0,8336468389;0,166353161;0,166353161
MG;SANTOS DUMONT;351898,58;;198847,15;0,5650694868;0,434930513;0,434930513
MG;SANTO ANTONIO DO RIO ABAIXO;36023,67;;36263,62;1,0066608982;0;0
MG;SANTO ANTONIO DO MONTE;221790,88;;92220,48;0,4157992430;0,584200757;0,584200757
MG;SANTO ANTONIO DO ITAMBE;47859,11;;48178,23;1,0066679050;0;0
MG;SANTO ANTONIO DO GRAMA;48275,89;;48598,48;1,0066822176;0;0
MG;SANTO ANTONIO DO AVENTUREIRO;46511,71;;46827,00;1,0067787230;0;0
