UF;Municípios;R$ Transferido;;Saldo em conta;% em Saldo;% Executado*;% Executado*
PI;NAZARE DO PIAUI;63242,55;;1522,53;0,0240744562;0,975925544;0,975925544
PI;MURICI DOS PORTELAS;73633,53;;319,67;0,0043413646;0,995658635;0,995658635
PI;MORRO CABECA NO TEMPO;47216,46;;230,41;0,0048798660;0,995120134;0,995120134
PI;MONSENHOR HIPOLITO;65583,37;;66020,67;1,0066678489;0;0
PI;MONSENHOR GIL;88769,06;;8,48;0,0000955288;0,999904471;0,999904471
PI;MILTON BRANDAO;59097;;55290,95;0,9355965616;0,064403438;0,064403438
PI;MIGUEL LEAO;28455,51;;9,46;0,0003324488;0,999667551;0,999667551
PI;MIGUEL ALVES;249655,5;;13056,03;0,0522961841;0,947703816;0,947703816
PI;MASSAPE DO PIAUI;58115,57;;12,70;0,0002185301;0,99978147;0,99978147
PI;MARCOLANDIA;69825,41;;113,21;0,0016213295;0,99837867;0,99837867
PI;MANOEL EMIDIO;51880,99;;52234,28;1,0068096233;0;0
PI;MADEIRO;68785,6;;69251,66;1,0067755460;0;0
PI;LUZILANDIA;195305,45;;39,76;0,0002035785;0,999796421;0,999796421
PI;LUIS CORREIA;222852,96;;18695,86;0,0838932541;0,916106746;0,916106746
PI;LANDRI SALES;51572,68;;17,11;0,0003317648;0,999668235;0,999668235
PI;LAGOINHA DO PIAUI;37584,83;;24193,90;0,6437144986;0,356285501;0,356285501
PI;LAGOA DO SITIO;50898,54;;24930,18;0,4898014756;0,510198524;0,510198524
PI;LAGOA DO PIAUI;44544,5;;0,10;0,0000022449;0,999997755;0,999997755
PI;LAGOA DO BARRO DO PIAUI;47918,71;;48238,23;1,0066679591;0;0
PI;LAGOA DE SAO FRANCISCO;59925,43;;13,64;0,0002276162;0,999772384;0,999772384
PI;LAGOA ALEGRE;70110,87;;61350,35;0,8750476210;0,124952379;0,124952379
PI;JUREMA;48535,32;;48858,95;1,0066679276;0;0
PI;JULIO BORGES;53467,7;;14,62;0,0002734361;0,999726564;0,999726564
PI;JUAZEIRO DO PIAUI;52617,49;;16,70;0,0003173850;0,999682615;0,999682615
PI;JOSE DE FREITAS;287873,39;;21936,26;0,0762010688;0,923798931;0,923798931
PI;JERUMENHA;46759,72;;197,40;0,0042215822;0,995778418;0,995778418
PI;JATOBA DO PIAUI;49117,67;;49451,87;1,0068040687;0;0
PI;JAICOS;151754,59;;12109,18;0,0797944892;0,920205511;0,920205511
PI;JACOBINA DO PIAUI;54119,04;;11,40;0,0002106468;0,999789353;0,999789353
PI;ITAINOPOLIS;94284,28;;94832,86;1,0058183612;0;0
PI;ISAIAS COELHO;70150,84;;70629,95;1,0068297115;0;0
PI;IPIRANGA DO PIAUI;77355,18;;0,03;0,0000003878;0,999999612;0,999999612
PI;INHUMA;122968,05;;1339,02;0,0108891700;0,98911083;0,98911083
PI;GUARIBAS;47387,74;;416,54;0,0087900373;0,991209963;0,991209963
PI;GUADALUPE;88397,07;;430,54;0,0048705234;0,995129477;0,995129477
PI;GILBUES;89488,44;;90097,92;1,0068107121;0;0
PI;GEMINIANO;52411,95;;0,00;0,0000000000;1;1
PI;FRANCISCO SANTOS;74500;;12598,85;0,1691120805;0,830887919;0,830887919
PI;FRANCISCO MACEDO;39520,02;;0,00;0,0000000000;1;1
PI;FRANCISCO AYRES;46165,58;;14845,30;0,3215664138;0,678433586;0,678433586
PI;FRANCINOPOLIS;51874,85;;52222,06;1,0066932242;0;0
PI;FLORIANO;420441,83;;8528,21;0,0202839237;0,979716076;0,979716076
PI;FARTURA DO PIAUI;51641,19;;2173,11;0,0420809435;0,957919056;0,957919056
PI;ELISEU MARTINS;49402,72;;22565,06;0,4567574417;0,543242558;0,543242558
PI;ELESBAO VELOSO;118936,02;;16163,34;0,1358994525;0,864100548;0,864100548
PI;DOMINGOS MOURAO;46205,91;;3891,54;0,0842216937;0,915778306;0,915778306
PI;DOM INOCENCIO;75900,13;;19,24;0,0002534910;0,999746509;0,999746509
PI;DOM EXPEDITO LOPES;60758,99;;6,22;0,0001023717;0,999897628;0,999897628
PI;DIRCEU ARCOVERDE;61369,3;;95,20;0,0015512642;0,998448736;0,998448736
PI;DEMERVAL LOBAO;114455,44;;92,63;0,0008093106;0,999190689;0,999190689
PI;CURRALINHOS;46708,33;;728,24;0,0155912232;0,984408777;0,984408777
PI;CURRAL NOVO DO PIAUI;51846,73;;5031,12;0,0970383282;0,902961672;0,902961672
PI;CURRAIS;49625,8;;118,48;0,0023874678;0,997612532;0,997612532
PI;CURIMATA;93472,58;;27675,00;0,2960761327;0,703923867;0,703923867
PI;CRISTINO CASTRO;87964,05;;82,03;0,0009325401;0,99906746;0,99906746
PI;CORONEL JOSE DIAS;48072,86;;24170,97;0,5027986685;0,497201331;0,497201331
PI;CONCEICAO DO CANINDE;48763,29;;13,17;0,0002700802;0,99972992;0,99972992
PI;COLONIA DO PIAUI;65052,41;;65486,17;1,0066678544;0;0
PI;COIVARAS;44293,29;;44588,63;1,0066678271;0;0
PI;COCAL DOS ALVES;56470,76;;6622,60;0,1172748516;0,882725148;0,882725148
PI;COCAL DE TELHA;49266,11;;13966,19;0,2834847322;0,716515268;0,716515268
PI;COCAL;208440,26;;209852,54;1,0067754665;0;0
PI;CASTELO DO PIAUI;155248,7;;3574,50;0,0230243474;0,976975653;0,976975653
PI;CARIDADE DO PIAUI;50000;;12,76;0,0002552000;0,9997448;0,9997448
PI;CARAUBAS DO PIAUI;54844,13;;55215,72;1,0067753833;0;0
PI;CARACOL;90778,75;;22,14;0,0002438897;0,99975611;0,99975611
PI;CAPITAO GERVASIO OLIVEIRA;44750,03;;0,00;0,0000000000;1;1
PI;CAPITAO DE CAMPOS;93000;;1,13;0,0000121505;0,999987849;0,999987849
PI;CANTO DO BURITI;163645,32;;1597,56;0,0097623323;0,990237668;0,990237668
PI;CAMPO MAIOR;338524,28;;145173,91;0,4288434200;0,57115658;0,57115658
PI;CAMPO LARGO DO PIAUI;62899,37;;19,05;0,0003028647;0,999697135;0,999697135
PI;CAMPO GRANDE DO PIAUI;55271,82;;5042,47;0,0912303955;0,908769604;0,908769604
PI;CAMPINAS DO PIAUI;53387,77;;399,98;0,0074919780;0,992508022;0,992508022
PI;CAJAZEIRAS DO PIAUI;41661,29;;19579,34;0,4699648043;0,530035196;0,530035196
PI;CABECEIRAS DO PIAUI;88894,67;;89489,24;1,0066884775;0;0
PI;BURITI DOS MONTES;68409,49;;16,70;0,0002441182;0,999755882;0,999755882
PI;BURITI DOS LOPES;155619,8;;156677,15;1,0067944439;0;0
PI;BRASILEIRA;68894,79;;26814,29;0,3892063536;0,610793646;0,610793646
PI;BOQUEIRAO DO PIAUI;57921,46;;31071,14;0,5364357183;0,463564282;0,463564282
PI;BONFIM DO PIAUI;53713,68;;54071,46;1,0066608730;0;0
PI;BOM PRINCIPIO DO PIAUI;53485,31;;0,00;0,0000000000;1;1
PI;BOM JESUS;193552,69;;19,78;0,0001021944;0,999897806;0,999897806
PI;BOCAINA;47033,76;;11145,09;0,2369593671;0,763040633;0,763040633
PI;BOA HORA;60056,74;;60466,91;1,0068297080;0;0
PI;BETANIA DO PIAUI;56768,17;;16120,32;0,2839675825;0,716032417;0,716032417
PI;BERTOLINIA;52748,34;;11591,08;0,2197430289;0,780256971;0,780256971
PI;BENEDITINOS;88214,37;;88807,42;1,0067228276;0;0
PI;BELEM DO PIAUI;41700,95;;10081,47;0,2417563629;0,758243637;0,758243637
PI;BATALHA;203132,94;;10552,40;0,0519482463;0,948051754;0,948051754
PI;BARRO DURO;61489,19;;61908,09;1,0068125796;0;0
PI;BARRAS;339854,55;;13772,22;0,0405238653;0,959476135;0,959476135
PI;BARRA D'ALCANTARA;43899,34;;44198,56;1,0068160478;0;0
PI;AVELINO LOPES;92907,37;;42712,66;0,4597338187;0,540266181;0,540266181
PI;ASSUNCAO DO PIAUI;66136,51;;9575,20;0,1447793360;0,855220664;0,855220664
PI;AROEIRAS DO ITAIM;35906,28;;0,25;0,0000069626;0,999993037;0,999993037
PI;ANISIO DE ABREU;77749,95;;31,72;0,0004079745;0,999592025;0,999592025
PI;ANGICAL DO PIAUI;60096,71;;278,72;0,0046378579;0,995362142;0,995362142
PI;AMARANTE;143156,34;;43,66;0,0003049813;0,999695019;0,999695019
PI;ALTOS;295386,76;;243004,47;0,8226654099;0,17733459;0,17733459
PI;ALTO LONGA;117000;;45318,34;0,3873362393;0,612663761;0,612663761
PI;ALEGRETE DO PIAUI;49402,72;;49738,67;1,0068002329;0;0
PI;ALAGOINHA DO PIAUI;65023,86;;9,71;0,0001493298;0,99985067;0,99985067
PI;AGUA BRANCA;142088,69;;26,11;0,0001837585;0,999816242;0,999816242
PI;AGRICOLANDIA;50681,59;;29923,43;0,5904201111;0,409579889;0,409579889
PI;ACAUA;61786,67;;9,75;0,0001578010;0,999842199;0,999842199
PR;XAMBRE;59595;;0,00;0,0000000000;1;1
PR;WENCESLAU BRAZ;165184,89;;9,09;0,0000550292;0,999944971;0,999944971
PR;VIRMOND;50140,62;;50475,98;1,0066883896;0;0
PR;VERE;68604,59;;0,00;0,0000000000;1;1
PR;VERA CRUZ DO OESTE;75821;;15282,40;0,2015589349;0,798441065;0,798441065
PR;VENTANIA;104124,66;;20283,75;0,1948025569;0,805197443;0,805197443
PR;UNIAO DA VITORIA;428014,09;;176,13;0,0004115051;0,999588495;0,999588495
PR;UMUARAMA;781832,86;;215277,11;0,2753492735;0,724650726;0,724650726
PR;UBIRATA;174314,11;;84603,10;0,4853485469;0,514651453;0,514651453
PR;TURVO;120734,31;;79271,01;0,6565740095;0,343425991;0,343425991
PR;TUPASSI;73554,58;;68016,29;0,9247050286;0,075294971;0,075294971
PR;TUNEIRAS DO OESTE;76077,37;;10,54;0,0001385432;0,999861457;0,999861457
PR;TRES BARRAS DO PARANA;104969,64;;105684,75;1,0068125412;0;0
PR;TOMAZINA;72377,78;;52727,00;0,7284970608;0,271502939;0,271502939
PR;TOLEDO;965963,38;;137720,28;0,1425729824;0,857427018;0,857427018
PR;TIJUCAS DO SUL;141591,61;;87182,62;0,6157329520;0,384267048;0,384267048
PR;TIBAGI;171510,82;;2845,53;0,0165909649;0,983409035;0,983409035
PR;TERRA RICA;141140,57;;100819,48;0,7143196318;0,285680368;0,285680368
PR;TELEMACO BORBA;568633,81;;0,00;0,0000000000;1;1
PR;TEIXEIRA SOARES;106836,59;;0,00;0,0000000000;1;1
PR;TAPIRA;58795,96;;2135,73;0,0363244345;0,963675565;0,963675565
PR;TAPEJARA;137804,95;;2111,58;0,0153229619;0,984677038;0,984677038
PR;SIQUEIRA CAMPOS;174331,23;;10639,48;0,0610302583;0,938969742;0,938969742
PR;SERRANOPOLIS DO IGUACU;52835,42;;53188,81;1,0066885056;0;0
PR;SAUDADE DO IGUACU;58573,3;;58970,36;1,0067788566;0;0
PR;SARANDI;687883;;460250,24;0,6690821550;0,330917845;0,330917845
PR;SAO TOME;59840,77;;60239,61;1,0066650212;0;0
PR;SAO SEBASTIAO DA AMOREIRA;77715,93;;78245,23;1,0068107015;0;0
PR;SAO PEDRO DO IVAI;98922,53;;64710,61;0,6541544176;0,345845582;0,345845582
PR;SAO PEDRO DO IGUACU;60839,3;;0,00;0,0000000000;1;1
PR;SAO MIGUEL DO IGUACU;220133,8;;75194,06;0,3415834370;0,658416563;0,658416563
PR;SAO MATEUS DO SUL;354692,56;;284310,95;0,8015700978;0,198429902;0,198429902
PR;SAO MANOEL DO PARANA;39504,14;;0,00;0,0000000000;1;1
PR;SAO JOSE DOS PINHAIS;2077162,36;;401450,40;0,1932686668;0,806731333;0,806731333
PR;SAO JORGE DO PATROCINIO;59378,31;;49845,09;0,8394494555;0,160550544;0,160550544
PR;SAO JORGE DO IVAI;58864,47;;59256,97;1,0066678592;0;0
PR;SAO JORGE D'OESTE;78841,42;;21,28;0,0002699089;0,999730091;0,999730091
PR;SAO JOAO DO TRIUNFO;131611,7;;0,00;0,0000000000;1;1
PR;SAO JOAO;94698,56;;27,25;0,0002877552;0,999712245;0,999712245
PR;SANTO INACIO;58219,32;;0,00;0,0000000000;1;1
PR;SANTO ANTONIO DO SUDOESTE;169470;;96453,94;0,5691505281;0,430849472;0,430849472
PR;SANTO ANTONIO DA PLATINA;353158,55;;122624,68;0,3472227417;0,652777258;0,652777258
PR;SANTA MONICA;49900,83;;50235,49;1,0067065017;0;0
PR;SANTA MARIANA;103164,5;;58218,95;0,5643312380;0,435668762;0,435668762
PR;SANTA LUCIA;48941,66;;11,65;0,0002380385;0,999761961;0,999761961
PR;SANTA IZABEL DO OESTE;128979,7;;52365,01;0,4059941991;0,594005801;0,594005801
PR;SANTA FE;104952,51;;0,00;0,0000000000;1;1
PR;SANTA CRUZ DE MONTE CASTELO;71704,75;;72183,65;1,0066787765;0;0
PR;SANTA AMELIA;46149,8;;14504,08;0,3142826188;0,685717381;0,685717381
PR;SALTO DO LONTRA;129699,08;;19281,89;0,1486663591;0,851333641;0,851333641
PR;SALGADO FILHO;47611,08;;47934,57;1,0067944268;0;0
PR;ROSARIO DO IVAI;54496,84;;54866,08;1,0067754387;0;0
PR;RONCADOR;92460,5;;93078,02;1,0066787439;0;0
PR;ROLANDIA;488815,06;;222406,60;0,4549913008;0,545008699;0,545008699
PR;RIO NEGRO;267546,4;;45701,33;0,1708164640;0,829183536;0,829183536
PR;RIO BRANCO DO SUL;257423,76;;1,92;0,0000074585;0,999992541;0,999992541
PR;RIO AZUL;132273,98;;12255,31;0,0926509507;0,907349049;0,907349049
PR;RIBEIRAO DO PINHAL;110616,16;;33,42;0,0003021258;0,999697874;0,999697874
PR;RIBEIRAO CLARO;97136,44;;28,13;0,0002895927;0,999710407;0,999710407
PR;RENASCENCA;66006,84;;10084,55;0,1527803785;0,847219621;0,847219621
PR;REBOUCAS;130348,68;;5260,79;0,0403593654;0,959640635;0,959640635
PR;REALEZA;150957,24;;41,86;0,0002772971;0,999722703;0,999722703
PR;RAMILANDIA;52584,21;;0,00;0,0000000000;1;1
PR;QUITANDINHA;163100,98;;52,61;0,0003225609;0,999677439;0,999677439
PR;QUERENCIA DO NORTE;105917,39;;0,00;0,0000000000;1;1
PR;QUEDAS DO IGUACU;267163,88;;220,92;0,0008269082;0,999173092;0,999173092
PR;QUATRO PONTES;50094,95;;50302,46;1,0041423337;0;0
PR;QUATRO BARRAS;188850,06;;8302,65;0,0439642434;0,956035757;0,956035757
PR;QUATIGUA;69700,78;;21,92;0,0003144872;0,999685513;0,999685513
PR;QUARTO CENTENARIO;52932,48;;0,00;0,0000000000;1;1
PR;PRUDENTOPOLIS;397891,67;;0,00;0,0000000000;1;1
PR;PRIMEIRO DE MAIO;99734,18;;0,00;0,0000000000;1;1
PR;PRADO FERREIRA;48599,1;;0,00;0,0000000000;1;1
PR;PORECATU;119016,92;;119826,27;1,0068002936;0;0
PR;PONTA GROSSA;2239284,46;;8878,91;0,0039650657;0,996034934;0,996034934
PR;PLANALTO;122242,69;;36272,00;0,2967212191;0,703278781;0,703278781
PR;PLANALTINA DO PARANA;51510,86;;51854,89;1,0066787858;0;0
PR;PITANGA;245508,39;;73543,00;0,2995539175;0,700446083;0,700446083
PR;PIRAQUARA;790276,93;;2504,41;0,0031690284;0,996830972;0,996830972
PR;PINHAO;257389,51;;25030,98;0,0972494178;0,902750582;0,902750582
PR;PINHAIS;917559,69;;636326,83;0,6934991118;0,306500888;0,306500888
PR;PEROLA;35000;;7,07;0,0002020000;0,999798;0,999798
PR;PEABIRU;125193,23;;48330,48;0,3860470730;0,613952927;0,613952927
PR;PAULO FRONTIN;69158,39;;14,44;0,0002087961;0,999791204;0,999791204
PR;PAULA FREITAS;60702,88;;13,46;0,0002217358;0,999778264;0,999778264
PR;PATO BRANCO;599997,49;;161727,12;0,2695463276;0,730453672;0,730453672
PR;PATO BRAGADO;59201,33;;11,96;0,0002020225;0,999797978;0,999797978
PR;PARANAVAI;631358,83;;3165,06;0,0050130922;0,994986908;0,994986908
PR;PARANAGUA;1106631,26;;718014,91;0,6488294122;0,351170588;0,351170588
PR;PARAISO DO NORTE;124246,67;;11109,01;0,0894109275;0,910589073;0,910589073
PR;PALOTINA;254277,92;;255973,97;1,0066700640;0;0
PR;PALMEIRA;265873,57;;10129,04;0,0380972054;0,961902795;0,961902795
PR;PALMAS;390722,14;;292804,07;0,7493920616;0,250607938;0,250607938
PR;PAICANDU;317202,77;;319317,84;1,0066678800;0;0
PR;NOVA SANTA ROSA;74096,27;;18,89;0,0002549386;0,999745061;0,999745061
PR;NOVA PRATA DO IGUACU;96451,32;;0,00;0,0000000000;1;1
PR;NOVA LONDRINA;111666,68;;62108,98;0,5561997545;0,443800246;0,443800246
PR;NOVA FATIMA;73720,15;;3055,97;0,0414536595;0,95854634;0,95854634
PR;NOVA ESPERANCA DO SUDOESTE;55981,26;;28180,50;0,5033916707;0,496608329;0,496608329
PR;NOVA ESPERANCA;222714,42;;60143,11;0,2700458731;0,729954127;0,729954127
PR;MORRETES;138953,9;;32,95;0,0002371290;0,999762871;0,999762871
PR;MOREIRA SALES;105432,09;;106146,80;1,0067788659;0;0
PR;MISSAL;97330,56;;0,00;0,0000000000;1;1
PR;MIRASELVA;37483,04;;37732,97;1,0066678156;0;0
PR;MERCEDES;58778,83;;19946,43;0,3393471765;0,660652823;0,660652823
PR;MEDIANEIRA;354332,87;;0,00;0,0000000000;1;1
PR;MAUA DA SERRA;96753,91;;0,00;0,0000000000;1;1
PR;MATO RICO;45852,92;;46159,16;1,0066787459;0;0
PR;MATINHOS;270686,53;;0,00;0,0000000000;1;1
PR;MATELANDIA;156786,47;;157839,17;1,0067142273;0;0
PR;MARUMBI;53855,94;;54222,73;1,0068105765;0;0
PR;MARMELEIRO;127311,36;;60427,42;0,4746427970;0,525357203;0,525357203
PR;MARINGA;2649956,46;;580332,20;0,2189968812;0,781003119;0,781003119
PR;MARILUZ;95292,33;;0,00;0,0000000000;1;1
PR;MARILENA;67571,2;;0,00;0,0000000000;1;1
PR;MARILANDIA DO SUL;77619,62;;78138,78;1,0066885151;0;0
PR;MARIALVA;275116,97;;276962,02;1,0067064202;0;0
PR;MARECHAL CANDIDO RONDON;401900,84;;372352,71;0,9264790539;0,073520946;0,073520946
PR;MANDIRITUBA;216805,26;;142789,09;0,6586052848;0,341394715;0,341394715
PR;MANDAGUARI;268859,55;;250537,48;0,9318526346;0,068147365;0,068147365
PR;MANDAGUACU;184625,15;;185860,01;1,0066884712;0;0
PR;MAMBORE;120260;;99926,40;0,8309196740;0,169080326;0,169080326
PR;MALLET;123103,65;;16937,20;0,1375848726;0,862415127;0,862415127
PR;LUPIONOPOLIS;55261,89;;13,06;0,0002363292;0,999763671;0,999763671
PR;LUNARDELLI;54542,51;;54907,32;1,0066885444;0;0
PR;LONDRINA;3483900,96;;245888,89;0,0705786108;0,929421389;0,929421389
PR;LOBATO;54502,14;;0,00;0,0000000000;1;1
PR;LOANDA;186149,54;;0,00;0,0000000000;1;1
PR;LIDIANOPOLIS;46069,59;;0,00;0,0000000000;1;1
PR;LARANJEIRAS DO SUL;255573,94;;126691,64;0,4957142344;0,504285766;0,504285766
PR;LAPA;365551,7;;310852,47;0,8503652698;0,14963473;0,14963473
PR;KALORE;50580,24;;50924,72;1,0068105648;0;0
PR;JATAIZINHO;108098,35;;11095,91;0,1026464326;0,897353567;0,897353567
PR;JARDIM ALEGRE;100904,6;;34,92;0,0003460695;0,999653931;0,999653931
PR;JAPIRA;55684,38;;0,00;0,0000000000;1;1
PR;JANDAIA DO SUL;175244,73;;176413,24;1,0066678753;0;0
PR;JAGUARIAIVA;271468,71;;273319,08;1,0068161447;0;0
PR;JACAREZINHO;306334,58;;184597,97;0,6026024551;0,397397545;0,397397545
PR;IVATE;73902,85;;74398,47;1,0067063719;0;0
PR;IVAIPORA;255065,81;;30274,43;0,1186926229;0,881307377;0,881307377
PR;IVAI;124526,42;;29367,68;0,2358349337;0,764165066;0,764165066
PR;ITAUNA DO SUL;43529,22;;0,00;0,0000000000;1;1
PR;IRETAMA;94287,48;;94926,36;1,0067758731;0;0
PR;IRATI;446341,03;;3008,39;0,0067401153;0,993259885;0,993259885
PR;INAJA;44922,29;;45221,83;1,0066679593;0;0
PR;INACIO MARTINS;99745,6;;100415,05;1,0067115742;0;0
PR;IGUATU;40052,24;;13,81;0,0003447997;0,9996552;0,9996552
PR;IGUARACU;52315,88;;2919,39;0,0558031328;0,944196867;0,944196867
PR;ICARAIMA;72298,52;;17427,59;0,2410504392;0,758949561;0,758949561
PR;IBIPORA;411120,19;;222173,28;0,5404095576;0,459590442;0,459590442
PR;IBEMA;63437;;0,00;0,0000000000;1;1
PR;IBAITI;251526,03;;0,00;0,0000000000;1;1
PR;GUARATUBA;284086,33;;83681,81;0,2945647191;0,705435281;0,705435281
PR;GUARAQUECABA;70768,42;;71240,30;1,0066679460;0;0
PR;GUARAPUAVA;1267357,64;;24812,31;0,0195779859;0,980422014;0,980422014
PR;GUARANIACU;116493,4;;59712,30;0,5125809703;0,48741903;0,48741903
PR;GUARACI;58584,72;;23750,50;0,4054043443;0,594595656;0,594595656
PR;GUAIRA;261543,09;;202117,80;0,7727896768;0,227210323;0,227210323
PR;GOIOERE;228307,11;;186788,69;0,8181466184;0,181853382;0,181853382
PR;GODOY MOREIRA;43991,67;;44291,28;1,0068106076;0;0
PR;FRANCISCO BELTRAO;646874,77;;162,94;0,0002518880;0,999748112;0,999748112
PR;FRANCISCO ALVES;61690,59;;62104,79;1,0067141520;0;0
PR;FOZ DO JORDAO;53720,37;;14854,14;0,2765085200;0,72349148;0,72349148
PR;FOZ DO IGUACU;1707152,2;;797167,15;0,4669572813;0,533042719;0,533042719
PR;FORMOSA DO OESTE;64727,96;;0,00;0,0000000000;1;1
PR;FLORIDA;42524,38;;35259,54;0,8291605898;0,17083941;0,17083941
PR;FLORESTA;65846,98;;66295,00;1,0068039567;0;0
PR;FERNANDES PINHEIRO;59406,86;;25111,83;0,4227092629;0,577290737;0,577290737
PR;FAZENDA RIO GRANDE;707986,07;;378656,50;0,5348360879;0,465163912;0,465163912
PR;FAXINAL;152835,61;;1405,06;0,0091932764;0,990806724;0,990806724
PR;ESPERANCA NOVA;36866,43;;37112,25;1,0066678547;0;0
PR;ENTRE RIOS DO OESTE;53086,63;;16,09;0,0003030895;0,999696911;0,999696911
PR;DOIS VIZINHOS;313548,8;;221544,65;0,7065715130;0,293428487;0,293428487
PR;DIAMANTE D'OESTE;57163,1;;0,00;0,0000000000;1;1
PR;CURIUVA;131503,22;;42,74;0,0003250111;0,999674989;0,999674989
PR;CRUZEIRO DO SUL;52686,6;;18,51;0,0003513227;0,999648677;0,999648677
PR;CRUZEIRO DO OESTE;173851,65;;0,10;0,0000005752;0,999999425;0,999999425
PR;CRUZEIRO DO IGUACU;51448,06;;28231,44;0,5487367259;0,451263274;0,451263274
PR;CRUZ MACHADO;161154,1;;162250,00;1,0068003234;0;0
PR;CORONEL VIVIDA;172721,2;;57,67;0,0003338907;0,999666109;0,999666109
PR;CORNELIO PROCOPIO;363736,13;;43125,12;0,1185615517;0,881438448;0,881438448
PR;CORBELIA;151806,48;;10639,83;0,0700881148;0,929911885;0,929911885
PR;CONTENDA;160446,15;;107180,14;0,6680131620;0,331986838;0,331986838
PR;COLORADO;200493,71;;179690,83;0,8962417325;0,103758268;0,103758268
PR;COLOMBO;1622619,88;;1005077,13;0,6194162554;0,380583745;0,380583745
PR;CIDADE GAUCHA;108463,75;;0,00;0,0000000000;1;1
PR;CIANORTE;598507,36;;100394,02;0,1677406607;0,832259339;0,832259339
PR;CHOPINZINHO;164271,4;;122829,66;0,7477239495;0,25227605;0,25227605
PR;CENTENARIO DO SUL;98043,3;;0,00;0,0000000000;1;1
PR;CATANDUVAS;94400,81;;0,00;0,0000000000;1;1
PR;CASTRO;525864,88;;0,00;0,0000000000;1;1
PR;CASCAVEL;2106359,87;;514639,11;0,2443262983;0,755673702;0,755673702
PR;CARLOPOLIS;127043,02;;68519,61;0,5393417915;0,460658209;0,460658209
PR;CARAMBEI;188027,91;;0,00;0,0000000000;1;1
PR;CAPITAO LEONIDAS MARQUES;135379,86;;2427,86;0,0179336867;0,982066313;0,982066313
PR;CAPANEMA;163529,18;;115816,78;0,7082331117;0,291766888;0,291766888
PR;CANTAGALO;112260,45;;0,00;0,0000000000;1;1
PR;CAMPO MOURAO;677441,16;;13071,57;0,0192955060;0,980704494;0,980704494
PR;CAMPO MAGRO;230787,41;;177006,33;0,7669670109;0,233032989;0,233032989
PR;CAMPO LARGO;916674,74;;830867,70;0,9063931444;0,093606856;0,093606856
PR;CAMPO DO TENENTE;72681,05;;0,00;0,0000000000;1;1
PR;CAMPO BONITO;49055,85;;49385,64;1,0067227456;0;0
PR;CAMPINA GRANDE DO SUL;328661,39;;0,00;0,0000000000;1;1
PR;CAMPINA DA LAGOA;126370,54;;127218,03;1,0067063890;0;0
PR;CAMBIRA;72075,86;;72564,45;1,0067788300;0;0
PR;CAMBE;753140,15;;569485,02;0,7561474714;0,243852529;0,243852529
PR;CAMBARA;208189,89;;0,00;0,0000000000;1;1
PR;CALIFORNIA;76100,21;;76610,57;1,0067064204;0;0
PR;CAFEZAL DO SUL;50260,52;;54,16;0,0010775853;0,998922415;0,998922415
PR;CAFEARA;43922,91;;0,00;0,0000000000;1;1
PR;BRASILANDIA DO SUL;42307,42;;42589,98;1,0066787339;0;0
PR;BRAGANEY;58156,52;;0,00;0,0000000000;1;1
PR;BORRAZOPOLIS;64807,89;;0,00;0,0000000000;1;1
PR;BOM SUCESSO DO SUL;45806;;0,00;0,0000000000;1;1
PR;BOM SUCESSO;67319,99;;12917,09;0,1918759940;0,808124006;0,808124006
PR;BOM JESUS DO SUL;47388,72;;7447,48;0,1571572307;0,842842769;0,842842769
PR;BOCAIUVA DO SUL;110129,77;;11847,56;0,1075781780;0,892421822;0,892421822
PR;BOA VISTA DA APARECIDA;70511,51;;0,00;0,0000000000;1;1
PR;BOA VENTURA DE SAO ROQUE;63636,93;;0,00;0,0000000000;1;1
PR;BITURUNA;138856,84;;39,83;0,0002868422;0,999713158;0,999713158
PR;BARRACAO;94891;;0,00;0,0000000000;1;1
PR;BARBOSA FERRAZ;102274,84;;34,00;0,0003324376;0,999667562;0,999667562
PR;ATALAIA;49392,7;;12,34;0,0002498345;0,999750166;0,999750166
PR;ASTORGA;212477,59;;52363,90;0,2464443427;0,753555657;0,753555657
PR;ASSAI;131605,99;;27,09;0,0002058417;0,999794158;0,999794158
PR;ARAUCARIA;1043297,68;;537482,28;0,5151763397;0,48482366;0,48482366
PR;ARARUNA;125045,97;;30776,04;0,2461178077;0,753882192;0,753882192
PR;ARAPOTI;223919,09;;36296,90;0,1620982829;0,837901717;0,837901717
PR;ARAPONGAS;856365,74;;553906,77;0,6468109876;0,353189012;0,353189012
PR;APUCARANA;932500;;31129,86;0,0333832279;0,966616772;0,966616772
PR;ANTONIO OLINTO;69615,14;;0,00;0,0000000000;1;1
PR;ANTONINA;162707,04;;95981,52;0,5899039157;0,410096084;0,410096084
PR;ANGULO;43888,91;;19019,22;0,4333491080;0,566650892;0,566650892
PR;AMPERE;163689,04;;164801,22;1,0067944683;0;0
PR;ALVORADA DO SUL;101349,92;;102025,71;1,0066678888;0;0
PR;ALTO PIQUIRI;92386,28;;80934,76;0,8760473958;0,123952604;0,123952604
PR;ALTO PARANA;129613,44;;0,00;0,0000000000;1;1
PR;ALTAMIRA DO PARANA;38259,51;;10079,04;0,2634388156;0,736561184;0,736561184
PR;ALMIRANTE TAMANDARE;831232,3;;765470,48;0,9208863515;0,079113648;0,079113648
PR;ABATIA;69745,82;;70211,64;1,0066788232;0;0
