registros,I_Cmp,I_Und
1,CANETA ESFEROGRÁFICA,"PEÇA 10,00 UN"
1,CANETA ESFEROGRÁFICA,"*BISNAGA 5,00 G"
1,CANETA ESFEROGRÁFICA,CAIXA COM 6 CORES
1,CANETA ESFEROGRÁFICA,"0,95"
1,CANETA ESFEROGRÁFICA,"*GARRAFA 1,00 L"
1,CANETA ESFEROGRÁFICA,"0,30"
1,CANETA ESFEROGRÁFICA,CAIA
1,CANETA ESFEROGRÁFICA,CONFORME DESCRIÇÃO
1,CANETA ESFEROGRÁFICA,SEM MARCA
1,CANETA ESFEROGRÁFICA,CAIXA COM 12 CORES
1,CANETA ESFEROGRÁFICA,CANETA SFEROGRAFICA
1,CANETA ESFEROGRÁFICA,CONJUNTO C 12 UN
1,CANETA ESFEROGRÁFICA,IN
1,CANETA ESFEROGRÁFICA,"UN. 0,8"
1,CANETA ESFEROGRÁFICA,CAIXA C/25UND
1,CANETA ESFEROGRÁFICA,CX C/20 UN
1,CANETA ESFEROGRÁFICA,CAIXA 120 UN
1,CANETA ESFEROGRÁFICA,CX 50 UNIDADES
1,CANETA ESFEROGRÁFICA,JG.
1,CANETA ESFEROGRÁFICA,YN
1,CANETA ESFEROGRÁFICA,"ROLO 10,00 M"
1,CANETA ESFEROGRÁFICA,CAIXA C/50 UNI
1,CANETA ESFEROGRÁFICA,PACOTE 5 UNIDADES
1,CANETA ESFEROGRÁFICA,CONJUNTOS
1,CANETA ESFEROGRÁFICA,"BOBINA 40,00 KG"
1,CANETA ESFEROGRÁFICA,CAIXA COM 4
1,CANETA ESFEROGRÁFICA,22
1,CANETA ESFEROGRÁFICA,"CAIXA 00005000,00 UN"
1,CANETA ESFEROGRÁFICA,UNUIDADE
1,CANETA ESFEROGRÁFICA,CAIXAS C/ 50 UN.
1,CANETA ESFEROGRÁFICA,CAIXA 50X01.
1,CANETA ESFEROGRÁFICA,EMBALAGEM COM 8 UNID
1,CANETA ESFEROGRÁFICA,80
1,CANETA ESFEROGRÁFICA,"CAIXA 50,00 UNIDADE"
1,CANETA ESFEROGRÁFICA,"TUBO 12,00 UN"
1,CANETA ESFEROGRÁFICA,CX C/ 12 UNID
1,CANETA ESFEROGRÁFICA,CX C/50 UNIDADES
1,CANETA ESFEROGRÁFICA,CAIXA CO 50 UNIDADES
1,CANETA ESFEROGRÁFICA,CX COM 50 UN.
1,CANETA ESFEROGRÁFICA,ESTOJO COM 3 UND
1,CANETA ESFEROGRÁFICA,CAIXA/50
1,CANETA ESFEROGRÁFICA,CX/50 UN
1,CANETA ESFEROGRÁFICA,CX_(COM 50 UNIDADES)
1,CANETA ESFEROGRÁFICA,CX - C/50 UN
1,CANETA ESFEROGRÁFICA,CX.C/ 50 UNID
1,CANETA ESFEROGRÁFICA,DUSSSSSZIA
1,CANETA ESFEROGRÁFICA,ITEM
1,CANETA ESFEROGRÁFICA,CX C 50 UD
1,CANETA ESFEROGRÁFICA,CAIXA CO 50 UND
1,CANETA ESFEROGRÁFICA,CAIXAS C/ 50 UN
1,CANETA ESFEROGRÁFICA,"7,51"
1,CANETA ESFEROGRÁFICA,CANETA ECOLOGICA -UN
1,CANETA ESFEROGRÁFICA,CX_C/50 UN
1,CANETA ESFEROGRÁFICA,"1590,00"
1,CANETA ESFEROGRÁFICA,CAIXA COM 10 UNID.
1,CANETA ESFEROGRÁFICA,CX CANETAS
1,CANETA ESFEROGRÁFICA,"90,00"
1,CANETA ESFEROGRÁFICA,CX X/50
1,CANETA ESFEROGRÁFICA,CAIXA COM 25 UNIDADE
1,CANETA ESFEROGRÁFICA,"0,17"
1,CANETA ESFEROGRÁFICA,CAIXAS 50 UNID
1,CANETA ESFEROGRÁFICA,VLB UTILIDADES
1,CANETA ESFEROGRÁFICA,KILO
1,CANETA ESFEROGRÁFICA,"BISNAGA 8,00 G"
1,CANETA ESFEROGRÁFICA,CX. C/ 50 UNIDADES
1,CANETA ESFEROGRÁFICA,"CAIXA 280,00 UN"
1,CANETA ESFEROGRÁFICA,LOTE 1
1,CANETA ESFEROGRÁFICA,CAIXAS COM 12
1,CANETA ESFEROGRÁFICA,CXS C/ 12
1,CANETA ESFEROGRÁFICA,EMBALAGENS COM 5 UNI
1,CANETA ESFEROGRÁFICA,CX C/12 UN
1,CANETA ESFEROGRÁFICA,COMPACTO
1,CANETA ESFEROGRÁFICA,CX. C/ 50 UNID.
1,CANETA ESFEROGRÁFICA,UN. METAL POINT
1,CANETA ESFEROGRÁFICA,100
1,CANETA ESFEROGRÁFICA,CX. C/50 UNID.
1,CANETA ESFEROGRÁFICA,JOGO COM 12 UNIDADES
1,CANETA ESFEROGRÁFICA,CAIXA C/50UNIDADES.
1,CANETA ESFEROGRÁFICA,UNIDAE
1,CANETA ESFEROGRÁFICA,CAIXA C50 UNIDADES
1,CANETA ESFEROGRÁFICA,PEÇA COR OURO
1,CANETA ESFEROGRÁFICA,JOGO C/ 12
1,CANETA ESFEROGRÁFICA,RES
1,CANETA ESFEROGRÁFICA,QUANTIDADE
1,CANETA ESFEROGRÁFICA,CAIXA  COM 50 UNIDAD
1,CANETA ESFEROGRÁFICA,150
1,CANETA ESFEROGRÁFICA,PACOTE 50 UN
1,CANETA ESFEROGRÁFICA,CAIXA C/50 UNIDS
1,CANETA ESFEROGRÁFICA,CX COM 25 UNIDADES
1,CANETA ESFEROGRÁFICA,EMBALAGEM C/ 6 UND
1,CANETA ESFEROGRÁFICA,CX
1,CANETA ESFEROGRÁFICA,CAIXA 5O UNID
1,CANETA ESFEROGRÁFICA,CX C/ 50UD
1,CANETA ESFEROGRÁFICA,CX C/ 100 UND
1,CANETA ESFEROGRÁFICA,40
1,CANETA ESFEROGRÁFICA,JARRA C/ 50 UN
1,CANETA ESFEROGRÁFICA,COLEÇÃO
1,CANETA ESFEROGRÁFICA,CAX COM 50 UNIDADES
1,CANETA ESFEROGRÁFICA,PCT/12
1,CANETA ESFEROGRÁFICA,CAIXA 50UNID
1,CANETA ESFEROGRÁFICA,PEÇA COR LILÁS
1,CANETA ESFEROGRÁFICA,UMA
1,CANETA ESFEROGRÁFICA,AQUISIÇÃO
1,CANETA ESFEROGRÁFICA,UDS
1,CANETA ESFEROGRÁFICA,CX C/ 25
1,CANETA ESFEROGRÁFICA,"160,00"
1,CANETA ESFEROGRÁFICA,UNI1
1,CANETA ESFEROGRÁFICA,UNIDADE CAXIA COM 50
1,CANETA ESFEROGRÁFICA,UNID. FIO/SUP.
1,CANETA ESFEROGRÁFICA,RESMAS
1,CANETA ESFEROGRÁFICA,UNIDADE/PEÇA
1,CANETA ESFEROGRÁFICA,CAIXA C/ 50UNID
1,CANETA ESFEROGRÁFICA,CX COM 50UN
1,CANETA ESFEROGRÁFICA,CAIXA COM 4 UND.
1,CANETA ESFEROGRÁFICA,"TUBO 40,00 G"
1,CANETA ESFEROGRÁFICA,UN AZUL BDL66C
1,CANETA ESFEROGRÁFICA,CAIXA_C/ 50UN
1,CANETA ESFEROGRÁFICA,"PACOTE 20,00 UN"
1,CANETA ESFEROGRÁFICA,CAIXA COM 50 PEÇAS
1,CANETA ESFEROGRÁFICA,DZ.
1,CANETA ESFEROGRÁFICA,UIDADE
1,CANETA ESFEROGRÁFICA,UNIDADDE
1,CANETA ESFEROGRÁFICA,SUBITENS
1,CANETA ESFEROGRÁFICA,CX 12X1
1,CANETA ESFEROGRÁFICA,"17,67"
1,CANETA ESFEROGRÁFICA,ES
1,CANETA ESFEROGRÁFICA,CAIXA_50 UNIDADES
1,CANETA ESFEROGRÁFICA,CX COM 50 UNIDS
1,CANETA ESFEROGRÁFICA,CANETA ESF.ESC.FIN.C
1,CANETA ESFEROGRÁFICA,32859
1,CANETA ESFEROGRÁFICA,"TUBO 37,00 ML"
1,CANETA ESFEROGRÁFICA,CX - 50 UNID
1,CANETA ESFEROGRÁFICA,RS
1,CANETA ESFEROGRÁFICA,CANETA ESFER. AZUL
1,CANETA ESFEROGRÁFICA,CX COM 12 UNIDADES
1,CANETA ESFEROGRÁFICA,ENVELOPE
1,CANETA ESFEROGRÁFICA,PACOTE C/ 3 UND
1,CANETA ESFEROGRÁFICA,1900
1,CANETA ESFEROGRÁFICA,2
1,CANETA ESFEROGRÁFICA,CX. COM 50 UNID.
1,CANETA ESFEROGRÁFICA,CAIXA C 12
1,CANETA ESFEROGRÁFICA,"BARRA 200,00 G"
1,CANETA ESFEROGRÁFICA,"12,50"
1,CANETA ESFEROGRÁFICA,CX. COM 50
1,CANETA ESFEROGRÁFICA,CX. CRISTAL AZUL
1,CANETA ESFEROGRÁFICA,CANETAS GRAVADAS EM
1,CANETA ESFEROGRÁFICA,CX.COM 50 UNID.COR A
1,CANETA ESFEROGRÁFICA,CX C/ 50 UNID.
1,CANETA ESFEROGRÁFICA,UNDI
1,CANETA ESFEROGRÁFICA,15
1,CANETA ESFEROGRÁFICA,"CAIXA 50,00 UND"
1,CANETA ESFEROGRÁFICA,UINIDADE
1,CANETA ESFEROGRÁFICA,CX.C/12 UND
1,CANETA ESFEROGRÁFICA,5
1,CANETA ESFEROGRÁFICA,CAIXA COM 12 UN
1,CANETA ESFEROGRÁFICA,CX C/50 UNIDADE
1,CANETA ESFEROGRÁFICA,UNI.
1,CANETA ESFEROGRÁFICA,0
1,CANETA ESFEROGRÁFICA,CAIXA  C/100
1,CANETA ESFEROGRÁFICA,CAIXAS C/ 50 UMIDADE
1,CANETA ESFEROGRÁFICA,UNIADE
1,CANETA ESFEROGRÁFICA,CAIXA C0M_50_UN
1,CANETA ESFEROGRÁFICA,"PACOTE 12,0 UN"
1,CANETA ESFEROGRÁFICA,IUNIDADE
1,CANETA ESFEROGRÁFICA,UNID/
1,CANETA ESFEROGRÁFICA,PC
1,CANETA ESFEROGRÁFICA,DUZENTAS E CINQUENTA
1,CANETA ESFEROGRÁFICA,NT
1,CANETA ESFEROGRÁFICA,UMQ
1,CANETA ESFEROGRÁFICA,CANETA SILKADA
1,CANETA ESFEROGRÁFICA,UMA.
1,CANETA ESFEROGRÁFICA,CA C/50
1,CANETA ESFEROGRÁFICA,72
1,CANETA ESFEROGRÁFICA,128
1,CANETA ESFEROGRÁFICA,5200
1,CANETA ESFEROGRÁFICA,250
1,CANETA ESFEROGRÁFICA,"0,32"
1,CANETA ESFEROGRÁFICA,2000
1,CANETA ESFEROGRÁFICA,CAIXA 12 UNIN
1,CANETA ESFEROGRÁFICA,26
1,CANETA ESFEROGRÁFICA,PACOTE C/3 UNIDADES
1,CANETA ESFEROGRÁFICA,LITRO
1,CANETA ESFEROGRÁFICA,CAIXAS COM 50 UNID
1,CANETA ESFEROGRÁFICA,CAIXA C/144 UND
1,CANETA ESFEROGRÁFICA,CAIXAS C/ 50 UND.
1,CANETA ESFEROGRÁFICA,"14,00"
1,CANETA ESFEROGRÁFICA,UN. CRISTAL
1,CANETA ESFEROGRÁFICA,CAIXAS (COM 50 UNIDA
1,CANETA ESFEROGRÁFICA,CAIXAS C/ 50 UNID
1,CANETA ESFEROGRÁFICA,UNIDEDA
1,CANETA ESFEROGRÁFICA,CX COM 50UNID
1,CANETA ESFEROGRÁFICA,_UNIDADE
1,CANETA ESFEROGRÁFICA,PCT COM 100
1,CANETA ESFEROGRÁFICA,1 CONJUNTO COM 10
1,CANETA ESFEROGRÁFICA,69
1,CANETA ESFEROGRÁFICA,TB 1 KG
1,CANETA ESFEROGRÁFICA,(CX)
1,CANETA ESFEROGRÁFICA,CAIXA COM 50UNIDADES
1,CANETA ESFEROGRÁFICA,UNIDADER
1,CANETA ESFEROGRÁFICA,MILHEIROS
1,CANETA ESFEROGRÁFICA,"0,27"
1,CANETA ESFEROGRÁFICA,COL. COM 06 UNIDADES
