;UF;Município;;Situação;NOME_SIMPLIFICADO;COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
1;RN;RAFAEL GODEIRO;;Aprovado;RAFAEL GODEIRO;2410603;1893;Rafael Godeiro;RAFAEL GODEIRO;RN;Rio Grande do Norte;3208;0;NE;0,654;0,789;0,607;0,583
1;BA;RAFAEL JAMBEIRO;;Aprovado;RAFAEL JAMBEIRO;2925956;3985;Rafael Jambeiro;RAFAEL JAMBEIRO;BA;Bahia;22633;0;NE;0,564;0,768;0,435;0,538
1;SP;RAFARD;;Não Cadastrado;RAFARD;3542107;6943;Rafard;RAFARD;SP;São Paulo;9101;0;SE;0,745;0,823;0,696;0,722
1;PR;RAMILANDIA;;Aprovado;RAMILANDIA;4121257;5527;Ramilândia;RAMILANDIA;PR;Paraná;4476;0;S;0,63;0,802;0,489;0,639
1;SP;RANCHARIA;;Aprovado;RANCHARIA;3542206;6945;Rancharia;RANCHARIA;SP;São Paulo;29726;0;SE;0,751;0,861;0,683;0,72
1;PR;RANCHO ALEGRE;;Aprovado;RANCHO ALEGRE;4121307;7803;Rancho Alegre;RANCHO ALEGRE;PR;Paraná;3784;0;S;0,707;0,808;0,633;0,691
1;PR;RANCHO ALEGRE DOESTE;;Em Análise;RANCHO ALEGRE DOESTE;4121356;5513;Rancho Alegre D'Oeste;RANCHO ALEGRE DOESTE;PR;Paraná;2628;0;S;0,704;0,831;0,625;0,673
1;SC;RANCHO QUEIMADO;;Aprovado;RANCHO QUEIMADO;4214300;8281;Rancho Queimado;RANCHO QUEIMADO;SC;Santa Catarina;2887;0;S;0,753;0,893;0,644;0,743
1;MA;RAPOSA;;Não Cadastrado;RAPOSA;2109452;218;Raposa;RAPOSA;MA;Maranhão;31177;0;NE;0,626;0,735;0,587;0,568
1;MG;RAPOSOS;;Aprovado;RAPOSOS;3153905;5077;Raposos;RAPOSOS;MG;Minas Gerais;16429;0;SE;0,73;0,832;0,661;0,706
1;MG;RAUL SOARES;;Não Cadastrado;RAUL SOARES;3154002;5079;Raul Soares;RAUL SOARES;MG;Minas Gerais;23711;0;SE;0,655;0,823;0,52;0,658
1;PR;REALEZA;;Aprovado;REALEZA;4121406;7805;Realeza;REALEZA;PR;Paraná;16950;0;S;0,722;0,83;0,63;0,72
1;PR;REBOUCAS;;Aprovado;REBOUCAS;4121505;7807;Rebouças;REBOUCAS;PR;Paraná;14946;0;S;0,672;0,814;0,576;0,647
1;PE;RECIFE;;Aprovado;RECIFE;2611606;2531;Recife;RECIFE;PE;Pernambuco;1653461;1;NE;0,772;0,825;0,698;0,798
1;MG;RECREIO;;Aprovado;RECREIO;3154101;5081;Recreio;RECREIO;MG;Minas Gerais;10520;0;SE;0,692;0,841;0,589;0,668
1;TO;RECURSOLANDIA;;Aprovado;RECURSOLANDIA;1718501;357;Recursolândia;RECURSOLANDIA;TO;Tocantins;4342;0;N;0,5;0,738;0,345;0,49
1;CE;REDENCAO;;Aprovado;REDENCAO;1506138;567;Redenção;REDENCAO;PA;Pará;85563;0;N;0,672;0,804;0,561;0,674
1;PA;REDENCAO;;Aprovado;REDENCAO;2311603;1533;Redenção;REDENCAO;CE;Ceará;29146;0;NE;0,626;0,75;0,577;0,567
1;SP;REDENCAO DA SERRA;;Não Cadastrado;REDENCAO DA SERRA;3542305;6947;Redenção da Serra;REDENCAO DA SERRA;SP;São Paulo;3839;0;SE;0,657;0,799;0,56;0,633
1;PI;REDENCAO DO GURGUEIA;;Aprovado;REDENCAO DO GURGUEIA;2208700;1173;Redenção do Gurguéia;REDENCAO DO GURGUEIA;PI;Piauí;8796;0;NE;0,589;0,766;0,478;0,557
1;RS;REDENTORA;;Aprovado;REDENTORA;4315404;8811;Redentora;REDENTORA;RS;Rio Grande do Sul;11669;0;S;0,631;0,792;0,523;0,606
1;MG;REDUTO;;Não Cadastrado;REDUTO;3154150;696;Reduto;REDUTO;MG;Minas Gerais;7201;0;SE;0,629;0,801;0,48;0,647
1;PI;REGENERACAO;;Não Cadastrado;REGENERACAO;2208809;1175;Regeneração;REGENERACAO;PI;Piauí;17979;0;NE;0,591;0,714;0,498;0,582
1;SP;REGENTE FEIJO;;Aprovado;REGENTE FEIJO;3542404;6949;Regente Feijó;REGENTE FEIJO;SP;São Paulo;20394;0;SE;0,768;0,818;0,752;0,735
1;SP;REGINOPOLIS;;Não Cadastrado;REGINOPOLIS;3542503;6951;Reginópolis;REGINOPOLIS;SP;São Paulo;9837;0;SE;0,728;0,817;0,66;0,715
1;SP;REGISTRO;;Aprovado;REGISTRO;3542602;6953;Registro;REGISTRO;SP;São Paulo;56393;0;SE;0,754;0,851;0,702;0,718
1;RS;RELVADO;;Não Cadastrado;RELVADO;4315453;7355;Relvado;RELVADO;RS;Rio Grande do Sul;2079;0;S;0,731;0,868;0,588;0,765
1;BA;REMANSO;;Aprovado;REMANSO;2926004;3821;Remanso;REMANSO;BA;Bahia;41170;0;NE;0,579;0,757;0,451;0,569
1;PB;REMIGIO;;Aprovado;REMIGIO;2512705;2155;Remígio;REMIGIO;PB;Paraíba;19798;0;NE;0,607;0,797;0,474;0,592
1;PR;RENASCENCA;;Aprovado;RENASCENCA;4121604;7809;Renascença;RENASCENCA;PR;Paraná;6787;0;S;0,733;0,838;0,63;0,746
1;CE;RERIUTABA;;Aprovado;RERIUTABA;2311702;1535;Reriutaba;RERIUTABA;CE;Ceará;18385;0;NE;0,601;0,761;0,509;0,56
1;RJ;RESENDE;;Aprovado;RESENDE;3304201;5883;Resende;RESENDE;RJ;Rio de Janeiro;132312;0;SE;0,768;0,839;0,709;0,762
1;MG;RESENDE COSTA;;Aprovado;RESENDE COSTA;3154200;5083;Resende Costa;RESENDE COSTA;MG;Minas Gerais;11540;0;SE;0,685;0,823;0,568;0,689
1;PR;RESERVA;;Não Cadastrado;RESERVA;4121703;7811;Reserva;RESERVA;PR;Paraná;26825;0;S;0,618;0,786;0,461;0,65
1;MT;RESERVA DO CABACAL;;Não Cadastrado;RESERVA DO CABACAL;5107156;9879;Reserva do Cabaçal;RESERVA DO CABACAL;MT;Mato Grosso;2743;0;CO;0,676;0,799;0,603;0,642
1;PR;RESERVA DO IGUACU;;Aprovado;RESERVA DO IGUACU;4121752;878;Reserva do Iguaçu;RESERVA DO IGUACU;PR;Paraná;8069;0;S;0,648;0,82;0,521;0,636
1;MG;RESPLENDOR;;Aprovado;RESPLENDOR;3154309;5085;Resplendor;RESPLENDOR;MG;Minas Gerais;17396;0;SE;0,67;0,833;0,543;0,666
1;MG;RESSAQUINHA;;Aprovado;RESSAQUINHA;3154408;5087;Ressaquinha;RESSAQUINHA;MG;Minas Gerais;4817;0;SE;0,683;0,834;0,599;0,638
1;SP;RESTINGA;;Aprovado;RESTINGA;3542701;6955;Restinga;RESTINGA;SP;São Paulo;7679;0;SE;0,705;0,826;0,639;0,664
1;RS;RESTINGA SECA;;Aprovado;RESTINGA SECA;4315503;8813;Restinga Seca;RESTINGA SECA;RS;Rio Grande do Sul;15744;0;S;0,683;0,828;0,542;0,709
1;BA;RETIROLANDIA;;Não Cadastrado;RETIROLANDIA;2926103;3823;Retirolândia;RETIROLANDIA;BA;Bahia;14495;0;NE;0,636;0,773;0,574;0,579
1;MA;RIACHAO;;Não Cadastrado;RIACHAO;2109502;887;Riachão;RIACHAO;MA;Maranhão;20334;0;NE;0,576;0,757;0,442;0,572
1;PB;RIACHAO;;Aprovado;RIACHAO;2512747;502;Riachão;RIACHAO;PB;Paraíba;3619;0;NE;0,574;0,763;0,481;0,515
1;BA;RIACHAO DAS NEVES;;Aprovado;RIACHAO DAS NEVES;2926202;3825;Riachão das Neves;RIACHAO DAS NEVES;BA;Bahia;22334;0;NE;0,578;0,779;0,471;0,527
1;PB;RIACHAO DO BACAMARTE;;Aprovado;RIACHAO DO BACAMARTE;2512754;504;Riachão do Bacamarte;RIACHAO DO BACAMARTE;PB;Paraíba;4541;0;NE;0,553;0,721;0,417;0,561
1;SE;RIACHAO DO DANTAS;;Aprovado;RIACHAO DO DANTAS;2805802;3215;Riachão do Dantas;RIACHAO DO DANTAS;SE;Sergipe;19809;0;NE;0,539;0,781;0,381;0,527
1;BA;RIACHAO DO JACUIPE;;Aprovado;RIACHAO DO JACUIPE;2926301;3827;Riachão do Jacuípe;RIACHAO DO JACUIPE;BA;Bahia;33468;0;NE;0,628;0,755;0,559;0,588
1;PB;RIACHAO DO POCO;;Aprovado;RIACHAO DO POCO;2512762;506;Riachão do Poço;RIACHAO DO POCO;PB;Paraíba;4540;0;NE;0,555;0,748;0,426;0,537
1;MG;RIACHINHO;;Aprovado;RIACHINHO;1718550;193;Riachinho;RIACHINHO;TO;Tocantins;4684;0;N;0,572;0,76;0,49;0,503
1;TO;RIACHINHO;;Aprovado;RIACHINHO;3154457;2901;Riachinho;RIACHINHO;MG;Minas Gerais;8134;0;SE;0,632;0,795;0,551;0,577
1;RN;RIACHO DA CRUZ;;Aprovado;RIACHO DA CRUZ;2410702;1811;Riacho da Cruz;RIACHO DA CRUZ;RN;Rio Grande do Norte;3614;0;NE;0,584;0,751;0,487;0,545
1;PE;RIACHO DAS ALMAS;;Aprovado;RIACHO DAS ALMAS;2611705;2533;Riacho das Almas;RIACHO DAS ALMAS;PE;Pernambuco;20646;0;NE;0,57;0,757;0,418;0,586
1;BA;RIACHO DE SANTANA;;Não Cadastrado;RIACHO DE SANTANA;2410801;1813;Riacho de Santana;RIACHO DE SANTANA;RN;Rio Grande do Norte;4199;0;NE;0,591;0,776;0,489;0,545
1;RN;RIACHO DE SANTANA;;Aprovado;RIACHO DE SANTANA;2926400;3829;Riacho de Santana;RIACHO DE SANTANA;BA;Bahia;35593;0;NE;0,615;0,764;0,532;0,572
1;PB;RIACHO DE SANTO ANTONIO;;Aprovado;RIACHO DE SANTO ANTONIO;2512788;508;Riacho de Santo Antônio;RIACHO DE SANTO ANTONIO;PB;Paraíba;1974;0;NE;0,594;0,735;0,502;0,569
1;PB;RIACHO DOS CAVALOS;;Aprovado;RIACHO DOS CAVALOS;2512804;2157;Riacho dos Cavalos;RIACHO DOS CAVALOS;PB;Paraíba;8541;0;NE;0,568;0,752;0,447;0,546
1;MG;RIACHO DOS MACHADOS;;Não Cadastrado;RIACHO DOS MACHADOS;3154507;5089;Riacho dos Machados;RIACHO DOS MACHADOS;MG;Minas Gerais;9476;0;SE;0,627;0,808;0,547;0,557
1;PI;RIACHO FRIO;;Não Cadastrado;RIACHO FRIO;2208858;374;Riacho Frio;RIACHO FRIO;PI;Piauí;4309;0;NE;0,541;0,761;0,431;0,483
1;SE;RIACHUELO;;Aprovado;RIACHUELO;2410900;1815;Riachuelo;RIACHUELO;RN;Rio Grande do Norte;8220;0;NE;0,592;0,767;0,481;0,561
1;RN;RIACHUELO;;Aprovado;RIACHUELO;2805901;3217;Riachuelo;RIACHUELO;SE;Sergipe;10284;0;NE;0,617;0,766;0,52;0,591
1;GO;RIALMA;;Aprovado;RIALMA;5218607;9565;Rialma;RIALMA;GO;Goiás;10940;0;CO;0,727;0,827;0,667;0,698
1;GO;RIANAPOLIS;;Não Cadastrado;RIANAPOLIS;5218706;9567;Rianápolis;RIANAPOLIS;GO;Goiás;4817;0;CO;0,693;0,84;0,587;0,674
1;MA;RIBAMAR FIQUENE;;Aprovado;RIBAMAR FIQUENE;2109551;220;Ribamar Fiquene;RIBAMAR FIQUENE;MA;Maranhão;7825;0;NE;0,615;0,744;0,527;0,592
1;MS;RIBAS DO RIO PARDO;;Em Análise;RIBAS DO RIO PARDO;5007109;9141;Ribas do Rio Pardo;RIBAS DO RIO PARDO;MS;Mato Grosso do Sul;24966;0;CO;0,664;0,83;0,519;0,681
1;SP;RIBEIRA;;Não Cadastrado;RIBEIRA;3542800;6957;Ribeira;RIBEIRA;SP;São Paulo;3330;0;SE;0,698;0,797;0,673;0,635
1;BA;RIBEIRA DO AMPARO;;Não Cadastrado;RIBEIRA DO AMPARO;2926509;3831;Ribeira do Amparo;RIBEIRA DO AMPARO;BA;Bahia;14612;0;NE;0,512;0,694;0,384;0,503
1;PI;RIBEIRA DO PIAUI;;Não Cadastrado;RIBEIRA DO PIAUI;2208874;376;Ribeira do Piauí;RIBEIRA DO PIAUI;PI;Piauí;4488;0;NE;0,52;0,758;0,368;0,505
1;BA;RIBEIRA DO POMBAL;;Aprovado;RIBEIRA DO POMBAL;2926608;3833;Ribeira do Pombal;RIBEIRA DO POMBAL;BA;Bahia;53956;0;NE;0,601;0,704;0,515;0,599
1;PE;RIBEIRAO;;Aprovado;RIBEIRAO;2611804;2535;Ribeirão;RIBEIRAO;PE;Pernambuco;47616;0;NE;0,602;0,711;0,516;0,595
1;SP;RIBEIRAO BONITO;;Em Cadastro;RIBEIRAO BONITO;3542909;6959;Ribeirão Bonito;RIBEIRAO BONITO;SP;São Paulo;13299;0;SE;0,712;0,811;0,625;0,712
1;SP;RIBEIRAO BRANCO;;Aprovado;RIBEIRAO BRANCO;3543006;6961;Ribeirão Branco;RIBEIRAO BRANCO;SP;São Paulo;16211;0;SE;0,639;0,797;0,553;0,592
1;MT;RIBEIRAO CASCALHEIRA;;Em Cadastro;RIBEIRAO CASCALHEIRA;5107180;9741;Ribeirão Cascalheira;RIBEIRAO CASCALHEIRA;MT;Mato Grosso;10329;0;CO;0,67;0,831;0,542;0,668
1;PR;RIBEIRAO CLARO;;Aprovado;RIBEIRAO CLARO;4121802;7813;Ribeirão Claro;RIBEIRAO CLARO;PR;Paraná;10645;0;S;0,716;0,832;0,627;0,704
1;SP;RIBEIRAO CORRENTE;;Não Cadastrado;RIBEIRAO CORRENTE;3543105;6963;Ribeirão Corrente;RIBEIRAO CORRENTE;SP;São Paulo;4752;0;SE;0,711;0,814;0,642;0,688
1;MG;RIBEIRAO DAS NEVES;;Aprovado;RIBEIRAO DAS NEVES;3154606;5091;Ribeirão das Neves;RIBEIRAO DAS NEVES;MG;Minas Gerais;338197;0;SE;0,684;0,822;0,591;0,658
1;BA;RIBEIRAO DO LARGO;;Aprovado;RIBEIRAO DO LARGO;2926657;3027;Ribeirão do Largo;RIBEIRAO DO LARGO;BA;Bahia;5343;0;NE;0,54;0,759;0,366;0,566
1;PR;RIBEIRAO DO PINHAL;;Aprovado;RIBEIRAO DO PINHAL;4121901;7815;Ribeirão do Pinhal;RIBEIRAO DO PINHAL;PR;Paraná;12948;0;S;0,701;0,824;0,611;0,684
1;SP;RIBEIRAO DO SUL;;Não Cadastrado;RIBEIRAO DO SUL;3543204;6965;Ribeirão do Sul;RIBEIRAO DO SUL;SP;São Paulo;4539;0;SE;0,747;0,818;0,676;0,753
1;SP;RIBEIRAO DOS INDIOS;;Não Cadastrado;RIBEIRAO DOS INDIOS;3543238;818;Ribeirão dos Índios;RIBEIRAO DOS INDIOS;SP;São Paulo;2224;0;SE;0,721;0,809;0,701;0,661
1;SP;RIBEIRAO GRANDE;;Em Cadastro;RIBEIRAO GRANDE;3543253;3057;Ribeirão Grande;RIBEIRAO GRANDE;SP;São Paulo;7679;0;SE;0,705;0,807;0,676;0,643
1;SP;RIBEIRAO PIRES;;Aprovado;RIBEIRAO PIRES;3543303;6967;Ribeirão Pires;RIBEIRAO PIRES;SP;São Paulo;124159;0;SE;0,784;0,847;0,76;0,749
1;SP;RIBEIRAO PRETO;;Aprovado;RIBEIRAO PRETO;3543402;6969;Ribeirão Preto;RIBEIRAO PRETO;SP;São Paulo;711825;0;SE;0,8;0,844;0,739;0,82
1;MG;RIBEIRAO VERMELHO;;Aprovado;RIBEIRAO VERMELHO;3154705;5093;Ribeirão Vermelho;RIBEIRAO VERMELHO;MG;Minas Gerais;4047;0;SE;0,737;0,85;0,675;0,699
1;MT;RIBEIRAOZINHO;;Não Cadastrado;RIBEIRAOZINHO;5107198;99;Ribeirãozinho;RIBEIRAOZINHO;MT;Mato Grosso;2422;0;CO;0,692;0,802;0,595;0,694
1;PI;RIBEIRO GONCALVES;;Aprovado;RIBEIRO GONCALVES;2208908;1177;Ribeiro Gonçalves;RIBEIRO GONCALVES;PI;Piauí;7376;0;NE;0,601;0,787;0,485;0,568
1;SE;RIBEIROPOLIS;;Aprovado;RIBEIROPOLIS;2806008;3219;Ribeirópolis;RIBEIROPOLIS;SE;Sergipe;18773;0;NE;0,613;0,769;0,49;0,61
1;SP;RIFAINA;;Aprovado;RIFAINA;3543600;6973;Rifaina;RIFAINA;SP;São Paulo;3640;0;SE;0,74;0,824;0,69;0,713
1;SP;RINCAO;;Aprovado;RINCAO;3543709;6975;Rincão;RINCAO;SP;São Paulo;10812;0;SE;0,734;0,826;0,682;0,701
1;SP;RINOPOLIS;;Aprovado;RINOPOLIS;3543808;6977;Rinópolis;RINOPOLIS;SP;São Paulo;9961;0;SE;0,723;0,843;0,644;0,696
1;MG;RIO ACIMA;;Aprovado;RIO ACIMA;3154804;5095;Rio Acima;RIO ACIMA;MG;Minas Gerais;10420;0;SE;0,673;0,87;0,508;0,689
1;PR;RIO AZUL;;Aprovado;RIO AZUL;4122008;7817;Rio Azul;RIO AZUL;PR;Paraná;15336;0;S;0,687;0,819;0,544;0,728
1;ES;RIO BANANAL;;Aprovado;RIO BANANAL;3204351;5711;Rio Bananal;RIO BANANAL;ES;Espírito Santo;19271;0;SE;0,681;0,802;0,579;0,68
1;PR;RIO BOM;;Não Cadastrado;RIO BOM;4122107;7819;Rio Bom;RIO BOM;PR;Paraná;3182;0;S;0,729;0,848;0,681;0,672
1;RJ;RIO BONITO;;Aprovado;RIO BONITO;3304300;5885;Rio Bonito;RIO BONITO;RJ;Rio de Janeiro;60573;0;SE;0,71;0,819;0,62;0,705
1;PR;RIO BONITO DO IGUACU;;Não Cadastrado;RIO BONITO DO IGUACU;4122156;5481;Rio Bonito do Iguaçu;RIO BONITO DO IGUACU;PR;Paraná;13255;0;S;0,629;0,792;0,498;0,631
1;AC;RIO BRANCO;;Aprovado;RIO BRANCO;1200401;139;Rio Branco;RIO BRANCO;AC;Acre;413418;1;N;0,727;0,798;0,661;0,729
1;MT;RIO BRANCO;;Não Cadastrado;RIO BRANCO;5107206;8995;Rio Branco;RIO BRANCO;MT;Mato Grosso;5150;0;CO;0,707;0,817;0,617;0,701
1;PR;RIO BRANCO DO IVAI;;Não Cadastrado;RIO BRANCO DO IVAI;4122172;880;Rio Branco do Ivaí;RIO BRANCO DO IVAI;PR;Paraná;4109;0;S;0,64;0,783;0,537;0,624
1;PR;RIO BRANCO DO SUL;;Aprovado;RIO BRANCO DO SUL;4122206;7821;Rio Branco do Sul;RIO BRANCO DO SUL;PR;Paraná;32517;0;S;0,679;0,847;0,545;0,679
1;MS;RIO BRILHANTE;;Não Cadastrado;RIO BRILHANTE;5007208;9143;Rio Brilhante;RIO BRILHANTE;MS;Mato Grosso do Sul;38186;0;CO;0,715;0,861;0,59;0,72
1;MG;RIO CASCA;;Aprovado;RIO CASCA;3154903;5097;Rio Casca;RIO CASCA;MG;Minas Gerais;13473;0;SE;0,65;0,813;0,519;0,651
1;SP;RIO CLARO;;Aprovado;RIO CLARO;3304409;5887;Rio Claro;RIO CLARO;RJ;Rio de Janeiro;18605;0;SE;0,683;0,801;0,567;0,7
1;RJ;RIO CLARO;;Aprovado;RIO CLARO;3543907;6979;Rio Claro;RIO CLARO;SP;São Paulo;208008;0;SE;0,803;0,862;0,766;0,784
1;RO;RIO CRESPO;;Não Cadastrado;RIO CRESPO;1100262;687;Rio Crespo;RIO CRESPO;RO;Rondônia;3804;0;N;0,643;0,813;0,513;0,637
1;TO;RIO DA CONCEICAO;;Aprovado;RIO DA CONCEICAO;1718659;323;Rio da Conceição;RIO DA CONCEICAO;TO;Tocantins;2171;0;N;0,608;0,718;0,561;0,557
1;SC;RIO DAS ANTAS;;Aprovado;RIO DAS ANTAS;4214409;8283;Rio das Antas;RIO DAS ANTAS;SC;Santa Catarina;6202;0;S;0,697;0,82;0,569;0,727
1;RJ;RIO DAS FLORES;;Aprovado;RIO DAS FLORES;3304508;5889;Rio das Flores;RIO DAS FLORES;RJ;Rio de Janeiro;9344;0;SE;0,68;0,822;0,575;0,664
1;RJ;RIO DAS OSTRAS;;Aprovado;RIO DAS OSTRAS;3304524;2921;Rio das Ostras;RIO DAS OSTRAS;RJ;Rio de Janeiro;155193;0;SE;0,773;0,854;0,689;0,784
1;SP;RIO DAS PEDRAS;;Aprovado;RIO DAS PEDRAS;3544004;6981;Rio das Pedras;RIO DAS PEDRAS;SP;São Paulo;35738;0;SE;0,759;0,842;0,7;0,741
1;BA;RIO DE CONTAS;;Aprovado;RIO DE CONTAS;2926707;3835;Rio de Contas;RIO DE CONTAS;BA;Bahia;12932;0;NE;0,605;0,767;0,498;0,58
1;RJ;RIO DE JANEIRO;;Aprovado;RIO DE JANEIRO;3304557;6001;Rio de Janeiro;RIO DE JANEIRO;RJ;Rio de Janeiro;6747815;1;SE;0,799;0,845;0,719;0,84
1;BA;RIO DO ANTONIO;;Aprovado;RIO DO ANTONIO;2926806;3837;Rio do Antônio;RIO DO ANTONIO;BA;Bahia;15448;0;NE;0,576;0,74;0,465;0,555
1;SC;RIO DO CAMPO;;Aprovado;RIO DO CAMPO;4214508;8285;Rio do Campo;RIO DO CAMPO;SC;Santa Catarina;5902;0;S;0,729;0,803;0,65;0,741
1;RN;RIO DO FOGO;;Aprovado;RIO DO FOGO;2408953;422;Rio do Fogo;RIO DO FOGO;RN;Rio Grande do Norte;10905;0;NE;0,569;0,738;0,457;0,546
1;SC;RIO DO OESTE;;Não Cadastrado;RIO DO OESTE;4214607;8287;Rio do Oeste;RIO DO OESTE;SC;Santa Catarina;7520;0;S;0,754;0,892;0,625;0,769
1;BA;RIO DO PIRES;;Aprovado;RIO DO PIRES;2926905;3839;Rio do Pires;RIO DO PIRES;BA;Bahia;11663;0;NE;0,594;0,767;0,481;0,568
1;MG;RIO DO PRADO;;Aprovado;RIO DO PRADO;3155108;5101;Rio do Prado;RIO DO PRADO;MG;Minas Gerais;5133;0;SE;0,605;0,807;0,479;0,573
1;SC;RIO DO SUL;;Aprovado;RIO DO SUL;4214805;8291;Rio do Sul;RIO DO SUL;SC;Santa Catarina;72006;0;S;0,802;0,894;0,727;0,793
1;MG;RIO DOCE;;Aprovado;RIO DOCE;3155009;5099;Rio Doce;RIO DOCE;MG;Minas Gerais;2620;0;SE;0,664;0,801;0,567;0,644
1;TO;RIO DOS BOIS;;Não Cadastrado;RIO DOS BOIS;1718709;359;Rio dos Bois;RIO DOS BOIS;TO;Tocantins;2856;0;N;0,616;0,795;0,501;0,588
1;SC;RIO DOS CEDROS;;Aprovado;RIO DOS CEDROS;4214706;8289;Rio dos Cedros;RIO DOS CEDROS;SC;Santa Catarina;11808;0;S;0,729;0,827;0,634;0,739
1;RS;RIO DOS INDIOS;;Aprovado;RIO DOS INDIOS;4315552;5955;Rio dos Índios;RIO DOS INDIOS;RS;Rio Grande do Sul;2660;0;S;0,656;0,804;0,545;0,645
1;MG;RIO ESPERA;;Aprovado;RIO ESPERA;3155207;5103;Rio Espera;RIO ESPERA;MG;Minas Gerais;5402;0;SE;0,602;0,801;0,474;0,575
1;PE;RIO FORMOSO;;Aprovado;RIO FORMOSO;2611903;2537;Rio Formoso;RIO FORMOSO;PE;Pernambuco;23628;0;NE;0,613;0,809;0,506;0,562
1;SC;RIO FORTUNA;;Aprovado;RIO FORTUNA;4214904;8293;Rio Fortuna;RIO FORTUNA;SC;Santa Catarina;4620;0;S;0,806;0,85;0,727;0,848
1;RS;RIO GRANDE;;Aprovado;RIO GRANDE;4315602;8815;Rio Grande;RIO GRANDE;RS;Rio Grande do Sul;211965;0;S;0,744;0,861;0,637;0,752
1;SP;RIO GRANDE DA SERRA;;Aprovado;RIO GRANDE DA SERRA;3544103;6983;Rio Grande da Serra;RIO GRANDE DA SERRA;SP;São Paulo;51436;0;SE;0,749;0,823;0,745;0,684
1;PI;RIO GRANDE DO PIAUI;;Aprovado;RIO GRANDE DO PIAUI;2209005;1179;Rio Grande do Piauí;RIO GRANDE DO PIAUI;PI;Piauí;6433;0;NE;0,572;0,767;0,442;0,552
1;AL;RIO LARGO;;Aprovado;RIO LARGO;2707701;2853;Rio Largo;RIO LARGO;AL;Alagoas;75394;0;NE;0,643;0,788;0,547;0,616
1;MG;RIO MANSO;;Aprovado;RIO MANSO;3155306;5105;Rio Manso;RIO MANSO;MG;Minas Gerais;5879;0;SE;0,648;0,802;0,501;0,676
1;PA;RIO MARIA;;Aprovado;RIO MARIA;1506161;569;Rio Maria;RIO MARIA;PA;Pará;18201;0;N;0,638;0,804;0,495;0,651
1;SC;RIO NEGRINHO;;Aprovado;RIO NEGRINHO;4215000;8295;Rio Negrinho;RIO NEGRINHO;SC;Santa Catarina;42495;0;S;0,738;0,848;0,668;0,71
1;MS;RIO NEGRO;;Aprovado;RIO NEGRO;4122305;7823;Rio Negro;RIO NEGRO;PR;Paraná;34411;0;S;0,76;0,863;0,705;0,721
1;PR;RIO NEGRO;;Aprovado;RIO NEGRO;5007307;9145;Rio Negro;RIO NEGRO;MS;Mato Grosso do Sul;4793;0;CO;0,709;0,869;0,585;0,702
1;MG;RIO NOVO;;Aprovado;RIO NOVO;3155405;5107;Rio Novo;RIO NOVO;MG;Minas Gerais;8957;0;SE;0,707;0,835;0,631;0,671
1;ES;RIO NOVO DO SUL;;Aprovado;RIO NOVO DO SUL;3204401;5687;Rio Novo do Sul;RIO NOVO DO SUL;ES;Espírito Santo;11626;0;SE;0,711;0,837;0,62;0,692
1;MG;RIO PARANAIBA;;Aprovado;RIO PARANAIBA;3155504;5109;Rio Paranaíba;RIO PARANAIBA;MG;Minas Gerais;12335;0;SE;0,709;0,855;0,575;0,725
1;RS;RIO PARDO;;Aprovado;RIO PARDO;4315701;8817;Rio Pardo;RIO PARDO;RS;Rio Grande do Sul;38265;0;S;0,693;0,846;0,56;0,702
1;MG;RIO PARDO DE MINAS;;Aprovado;RIO PARDO DE MINAS;3155603;5111;Rio Pardo de Minas;RIO PARDO DE MINAS;MG;Minas Gerais;31045;0;SE;0,624;0,798;0,52;0,586
1;MG;RIO PIRACICABA;;Aprovado;RIO PIRACICABA;3155702;5113;Rio Piracicaba;RIO PIRACICABA;MG;Minas Gerais;14332;0;SE;0,685;0,794;0,605;0,67
1;MG;RIO POMBA;;Aprovado;RIO POMBA;3155801;5115;Rio Pomba;RIO POMBA;MG;Minas Gerais;17959;0;SE;0,714;0,863;0,609;0,694
1;MG;RIO PRETO;;Aprovado;RIO PRETO;3155900;5117;Rio Preto;RIO PRETO;MG;Minas Gerais;5485;0;SE;0,679;0,847;0,557;0,665
1;AM;RIO PRETO DA EVA;;Em Análise;RIO PRETO DA EVA;1303569;9843;Rio Preto da Eva;RIO PRETO DA EVA;AM;Amazonas;34106;0;N;0,611;0,785;0,493;0,59
1;GO;RIO QUENTE;;Não Cadastrado;RIO QUENTE;5218789;9995;Rio Quente;RIO QUENTE;GO;Goiás;4612;0;CO;0,731;0,878;0,629;0,707
1;BA;RIO REAL;;Aprovado;RIO REAL;2927002;3841;Rio Real;RIO REAL;BA;Bahia;40976;0;NE;0,572;0,729;0,452;0,568
1;SC;RIO RUFINO;;Aprovado;RIO RUFINO;4215059;5571;Rio Rufino;RIO RUFINO;SC;Santa Catarina;2483;0;S;0,653;0,806;0,53;0,652
1;TO;RIO SONO;;Aprovado;RIO SONO;1718758;9679;Rio Sono;RIO SONO;TO;Tocantins;6488;0;N;0,6;0,779;0,482;0,574
