;UF;Município;;Situação;NOME_SIMPLIFICADO;COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
1;RN;CRUZETA;;Aprovado;CRUZETA;2403004;1659;Cruzeta;CRUZETA;RN;Rio Grande do Norte;7983;0;NE;0,654;0,748;0,621;0,602
1;MG;CRUZILIA;;Rejeitado;CRUZILIA;3120805;4415;Cruzília;CRUZILIA;MG;Minas Gerais;15474;0;SE;0,695;0,853;0,587;0,671
1;PR;CRUZMALTINA;;Não Cadastrado;CRUZMALTINA;4106852;848;Cruzmaltina;CRUZMALTINA;PR;Paraná;2921;0;S;0,666;0,768;0,593;0,65
1;SP;CUBATAO;;Aprovado;CUBATAO;3513504;6371;Cubatão;CUBATAO;SP;São Paulo;131626;0;SE;0,737;0,821;0,681;0,716
1;PB;CUBATI;;Aprovado;CUBATI;2505006;2001;Cubati;CUBATI;PB;Paraíba;7832;0;NE;0,566;0,742;0,448;0,545
1;MT;CUIABA;;Aprovado;CUIABA;5103403;9067;Cuiabá;CUIABA;MT;Mato Grosso;618124;1;CO;0,785;0,834;0,726;0,8
1;PB;CUITE;;Aprovado;CUITE;2505105;2003;Cuité;CUITE;PB;Paraíba;20334;0;NE;0,591;0,766;0,47;0,574
1;PB;CUITE DE MAMANGUAPE;;Aprovado;CUITE DE MAMANGUAPE;2505238;474;Cuité de Mamanguape;CUITE DE MAMANGUAPE;PB;Paraíba;6356;0;NE;0,524;0,683;0,398;0,529
1;PB;CUITEGI;;Aprovado;CUITEGI;2505204;2005;Cuitegi;CUITEGI;PB;Paraíba;6775;0;NE;0,57;0,732;0,45;0,563
1;RO;CUJUBIM;;Não Cadastrado;CUJUBIM;1100940;8;Cujubim;CUJUBIM;RO;Rondônia;26183;0;N;0,612;0,789;0,439;0,663
1;GO;CUMARI;;Não Cadastrado;CUMARI;5206602;9333;Cumari;CUMARI;GO;Goiás;2837;0;CO;0,737;0,819;0,657;0,744
1;PE;CUMARU;;Aprovado;CUMARU;2604908;2397;Cumaru;CUMARU;PE;Pernambuco;10192;0;NE;0,572;0,72;0,47;0,553
1;PA;CUMARU DO NORTE;;Não Cadastrado;CUMARU DO NORTE;1502764;385;Cumaru do Norte;CUMARU DO NORTE;PA;Pará;13761;0;N;0,55;0,795;0,33;0,635
1;SE;CUMBE;;Não Cadastrado;CUMBE;2801900;3137;Cumbe;CUMBE;SE;Sergipe;3998;0;NE;0,604;0,748;0,512;0,576
1;SP;CUNHA;;Aprovado;CUNHA;3513603;6373;Cunha;CUNHA;SP;São Paulo;21459;0;SE;0,684;0,826;0,576;0,672
1;SC;CUNHA PORA;;Aprovado;CUNHA PORA;4204707;8091;Cunha Porã;CUNHA PORA;SC;Santa Catarina;11118;0;S;0,742;0,804;0,682;0,744
1;SC;CUNHATAI;;Aprovado;CUNHATAI;4204756;910;Cunhataí;CUNHATAI;SC;Santa Catarina;1967;0;S;0,754;0,886;0,623;0,777
1;MG;CUPARAQUE;;Não Cadastrado;CUPARAQUE;3120839;598;Cuparaque;CUPARAQUE;MG;Minas Gerais;5005;0;SE;0,627;0,798;0,497;0,621
1;PE;CUPIRA;;Aprovado;CUPIRA;2605004;2399;Cupira;CUPIRA;PE;Pernambuco;24173;0;NE;0,592;0,763;0,453;0,601
1;BA;CURACA;;Aprovado;CURACA;2909901;3497;Curaçá;CURACA;BA;Bahia;34886;0;NE;0,581;0,778;0,463;0,544
1;PI;CURIMATA;;Aprovado;CURIMATA;2203206;1063;Curimatá;CURIMATA;PI;Piauí;11426;0;NE;0,607;0,741;0,527;0,574
1;PA;CURIONOPOLIS;;Aprovado;CURIONOPOLIS;1502772;581;Curionópolis;CURIONOPOLIS;PA;Pará;17846;0;N;0,636;0,809;0,536;0,592
1;PR;CURITIBA;;Aprovado;CURITIBA;4106902;7535;Curitiba;CURITIBA;PR;Paraná;1948626;1;S;0,823;0,855;0,768;0,85
1;SC;CURITIBANOS;;Aprovado;CURITIBANOS;4204806;8093;Curitibanos;CURITIBANOS;SC;Santa Catarina;39893;0;S;0,721;0,846;0,62;0,716
1;PR;CURIUVA;;Aprovado;CURIUVA;4107009;7537;Curiúva;CURIUVA;PR;Paraná;15196;0;S;0,656;0,795;0,546;0,649
1;PI;CURRAIS;;Aprovado;CURRAIS;2203230;308;Currais;CURRAIS;PI;Piauí;4968;0;NE;0,542;0,743;0,438;0,49
1;RN;CURRAIS NOVOS;;Aprovado;CURRAIS NOVOS;2403103;1661;Currais Novos;CURRAIS NOVOS;RN;Rio Grande do Norte;44905;0;NE;0,691;0,794;0,617;0,673
1;PB;CURRAL DE CIMA;;Não Cadastrado;CURRAL DE CIMA;2505279;476;Curral de Cima;CURRAL DE CIMA;PB;Paraíba;5218;0;NE;0,529;0,715;0,392;0,528
1;MG;CURRAL DE DENTRO;;Não Cadastrado;CURRAL DE DENTRO;3120870;600;Curral de Dentro;CURRAL DE DENTRO;MG;Minas Gerais;7799;0;SE;0,585;0,759;0,462;0,571
1;PI;CURRAL NOVO DO PIAUI;;Aprovado;CURRAL NOVO DO PIAUI;2203271;312;Curral Novo do Piauí;CURRAL NOVO DO PIAUI;PI;Piauí;5367;0;NE;0,527;0,685;0,422;0,506
1;PB;CURRAL VELHO;;Não Cadastrado;CURRAL VELHO;2505303;2007;Curral Velho;CURRAL VELHO;PB;Paraíba;2512;0;NE;0,606;0,739;0,491;0,613
1;PA;CURRALINHO;;Aprovado;CURRALINHO;1502806;455;Curralinho;CURRALINHO;PA;Pará;34994;0;N;0,502;0,769;0,323;0,508
1;PI;CURRALINHOS;;Aprovado;CURRALINHOS;2203255;310;Curralinhos;CURRALINHOS;PI;Piauí;4459;0;NE;0,555;0,762;0,438;0,512
1;PA;CURUA;;Aprovado;CURUA;1502855;50;Curuá;CURUA;PA;Pará;14587;0;N;0,578;0,78;0,495;0,501
1;PA;CURUCA;;Aprovado;CURUCA;1502905;457;Curuçá;CURUCA;PA;Pará;40584;0;N;0,582;0,758;0,48;0,542
1;MA;CURURUPU;;Aprovado;CURURUPU;2103703;771;Cururupu;CURURUPU;MA;Maranhão;32626;0;NE;0,612;0,768;0,525;0,568
1;MT;CURVELANDIA;;Não Cadastrado;CURVELANDIA;5103437;1084;Curvelândia;CURVELANDIA;MT;Mato Grosso;5241;0;CO;0,69;0,811;0,615;0,658
1;MG;CURVELO;;Aprovado;CURVELO;3120904;4417;Curvelo;CURVELO;MG;Minas Gerais;80616;0;SE;0,713;0,851;0,617;0,689
1;PE;CUSTODIA;;Aprovado;CUSTODIA;2605103;2401;Custódia;CUSTODIA;PE;Pernambuco;37375;0;NE;0,594;0,706;0,489;0,607
1;AP;CUTIAS;;Aprovado;CUTIAS;1600212;667;Cutias;CUTIAS;AP;Amapá;6101;0;N;0,628;0,76;0,566;0,576
1;GO;DAMIANOPOLIS;;Não Cadastrado;DAMIANOPOLIS;5206701;9335;Damianópolis;DAMIANOPOLIS;GO;Goiás;3306;0;CO;0,654;0,815;0,558;0,614
1;PB;DAMIAO;;Aprovado;DAMIAO;2505352;478;Damião;DAMIAO;PB;Paraíba;5370;0;NE;0,521;0,72;0,391;0,503
1;GO;DAMOLANDIA;;Não Cadastrado;DAMOLANDIA;5206800;9337;Damolândia;DAMOLANDIA;GO;Goiás;2953;0;CO;0,697;0,819;0,6;0,688
1;TO;DARCINOPOLIS;;Aprovado;DARCINOPOLIS;1706506;179;Darcinópolis;DARCINOPOLIS;TO;Tocantins;6174;0;N;0,581;0,764;0,429;0,597
1;BA;DARIO MEIRA;;Aprovado;DARIO MEIRA;2910008;3499;Dário Meira;DARIO MEIRA;BA;Bahia;10525;0;NE;0,54;0,771;0,392;0,522
1;MG;DATAS;;Não Cadastrado;DATAS;3121001;4419;Datas;DATAS;MG;Minas Gerais;5421;0;SE;0,616;0,756;0,524;0,59
1;RS;DAVID CANABARRO;;Aprovado;DAVID CANABARRO;4306304;8623;David Canabarro;DAVID CANABARRO;RS;Rio Grande do Sul;4736;0;S;0,762;0,87;0,688;0,74
1;MA;DAVINOPOLIS;;Aprovado;DAVINOPOLIS;2103752;154;Davinópolis;DAVINOPOLIS;MA;Maranhão;12916;0;NE;0,607;0,747;0,535;0,561
1;GO;DAVINOPOLIS;;Aprovado;DAVINOPOLIS;5206909;9339;Davinópolis;DAVINOPOLIS;GO;Goiás;2094;0;CO;0,716;0,862;0,606;0,702
1;MG;DELFIM MOREIRA;;Aprovado;DELFIM MOREIRA;3121100;4421;Delfim Moreira;DELFIM MOREIRA;MG;Minas Gerais;8016;0;SE;0,669;0,837;0,552;0,649
1;MG;DELFINOPOLIS;;Aprovado;DELFINOPOLIS;3121209;4423;Delfinópolis;DELFINOPOLIS;MG;Minas Gerais;7131;0;SE;0,74;0,872;0,661;0,702
1;AL;DELMIRO GOUVEIA;;Aprovado;DELMIRO GOUVEIA;2702405;2747;Delmiro Gouveia;DELMIRO GOUVEIA;AL;Alagoas;52262;0;NE;0,612;0,774;0,494;0,599
1;MG;DELTA;;Aprovado;DELTA;3121258;602;Delta;DELTA;MG;Minas Gerais;10768;0;SE;0,639;0,808;0,481;0,672
1;PI;DEMERVAL LOBAO;;Aprovado;DEMERVAL LOBAO;2203305;1065;Demerval Lobão;DEMERVAL LOBAO;PI;Piauí;13840;0;NE;0,618;0,781;0,515;0,588
1;MT;DENISE;;Aprovado;DENISE;5103452;9833;Denise;DENISE;MT;Mato Grosso;9544;0;CO;0,683;0,802;0,59;0,672
1;MS;DEODAPOLIS;;Aprovado;DEODAPOLIS;5003454;9175;Deodápolis;DEODAPOLIS;MS;Mato Grosso do Sul;12984;0;CO;0,694;0,81;0,595;0,693
1;CE;DEPUTADO IRAPUAN PINHEIRO;;Aprovado;DEPUTADO IRAPUAN PINHEIRO;2304269;1243;Deputado Irapuan Pinheiro;DEPUTADO IRAPUAN PINHEIRO;CE;Ceará;9662;0;NE;0,609;0,742;0,562;0,542
1;RS;DERRUBADAS;;Aprovado;DERRUBADAS;4306320;6073;Derrubadas;DERRUBADAS;RS;Rio Grande do Sul;2761;0;S;0,707;0,846;0,628;0,664
1;SP;DESCALVADO;;Aprovado;DESCALVADO;3513702;6375;Descalvado;DESCALVADO;SP;São Paulo;33910;0;SE;0,76;0,865;0,687;0,74
1;SC;DESCANSO;;Aprovado;DESCANSO;4204905;8095;Descanso;DESCANSO;SC;Santa Catarina;8192;0;S;0,743;0,854;0,647;0,741
1;MG;DESCOBERTO;;Não Cadastrado;DESCOBERTO;3121308;4425;Descoberto;DESCOBERTO;MG;Minas Gerais;5029;0;SE;0,68;0,798;0,599;0,657
1;PB;DESTERRO;;Aprovado;DESTERRO;2505402;2009;Desterro;DESTERRO;PB;Paraíba;8315;0;NE;0,58;0,724;0,49;0,551
1;MG;DESTERRO DE ENTRE RIOS;;Não Cadastrado;DESTERRO DE ENTRE RIOS;3121407;4427;Desterro de Entre Rios;DESTERRO DE ENTRE RIOS;MG;Minas Gerais;7255;0;SE;0,639;0,802;0,536;0,607
1;MG;DESTERRO DO MELO;;Aprovado;DESTERRO DO MELO;3121506;4429;Desterro do Melo;DESTERRO DO MELO;MG;Minas Gerais;2884;0;SE;0,631;0,809;0,503;0,618
1;RS;DEZESSEIS DE NOVEMBRO;;Aprovado;DEZESSEIS DE NOVEMBRO;4306353;8429;Dezesseis de Novembro;DEZESSEIS DE NOVEMBRO;RS;Rio Grande do Sul;2378;0;S;0,654;0,809;0,553;0,625
1;SP;DIADEMA;;Aprovado;DIADEMA;3513801;6377;Diadema;DIADEMA;SP;São Paulo;426757;0;SE;0,757;0,844;0,716;0,717
1;PB;DIAMANTE;;Aprovado;DIAMANTE;2505600;2013;Diamante;DIAMANTE;PB;Paraíba;6528;0;NE;0,593;0,748;0,496;0,562
0;PR;DIAMANTE D'OESTE;;Aprovado;DIAMANTE DO NORTE;4107108;7539;Diamante do Norte;DIAMANTE DO NORTE;PR;Paraná;5030;0;S;0,723;0,824;0,657;0,699
0;PR;DIAMANTE DO NORTE;;Não Cadastrado;DIAMANTE DO SUL;4107124;5465;Diamante do Sul;DIAMANTE DO SUL;PR;Paraná;3424;0;S;0,608;0,777;0,479;0,605
0;PR;DIAMANTE DO SUL;;Não Cadastrado;DIAMANTE DOESTE;4107157;9915;Diamante D'Oeste;DIAMANTE DOESTE;PR;Paraná;5266;0;S;0,644;0,776;0,532;0,647
1;MG;DIAMANTINA;;Aprovado;DIAMANTINA;3121605;4431;Diamantina;DIAMANTINA;MG;Minas Gerais;47825;0;SE;0,716;0,839;0,632;0,693
1;MT;DIAMANTINO;;Aprovado;DIAMANTINO;5103502;9069;Diamantino;DIAMANTINO;MT;Mato Grosso;22178;0;CO;0,718;0,831;0,625;0,714
1;TO;DIANOPOLIS;;Aprovado;DIANOPOLIS;1707009;9341;Dianópolis;DIANOPOLIS;TO;Tocantins;22424;0;N;0,701;0,822;0,624;0,673
0;BA;DIAS D'AVILA;;Aprovado;DIAS DAVILA;2910057;3087;Dias d'Ávila;DIAS DAVILA;BA;Bahia;82432;0;NE;0,676;0,811;0,584;0,651
1;RS;DILERMANDO DE AGUIAR;;Não Cadastrado;DILERMANDO DE AGUIAR;4306379;974;Dilermando de Aguiar;DILERMANDO DE AGUIAR;RS;Rio Grande do Sul;3002;0;S;0,648;0,864;0,463;0,681
1;MG;DIOGO DE VASCONCELOS;;Aprovado;DIOGO DE VASCONCELOS;3121704;4433;Diogo de Vasconcelos;DIOGO DE VASCONCELOS;MG;Minas Gerais;3790;0;SE;0,601;0,811;0,464;0,578
1;MG;DIONISIO;;Aprovado;DIONISIO;3121803;4435;Dionísio;DIONISIO;MG;Minas Gerais;7609;0;SE;0,702;0,821;0,647;0,651
1;SC;DIONISIO CERQUEIRA;;Aprovado;DIONISIO CERQUEIRA;4205001;8097;Dionísio Cerqueira;DIONISIO CERQUEIRA;SC;Santa Catarina;15545;0;S;0,706;0,82;0,61;0,703
1;GO;DIORAMA;;Não Cadastrado;DIORAMA;5207105;9343;Diorama;DIORAMA;GO;Goiás;2479;0;CO;0,729;0,841;0,696;0,663
1;SP;DIRCE REIS;;Não Cadastrado;DIRCE REIS;3513850;7249;Dirce Reis;DIRCE REIS;SP;São Paulo;1799;0;SE;0,741;0,842;0,704;0,686
1;PI;DIRCEU ARCOVERDE;;Aprovado;DIRCEU ARCOVERDE;2203354;1229;Dirceu Arcoverde;DIRCEU ARCOVERDE;PI;Piauí;7029;0;NE;0,561;0,718;0,436;0,563
1;SE;DIVINA PASTORA;;Aprovado;DIVINA PASTORA;2802007;3139;Divina Pastora;DIVINA PASTORA;SE;Sergipe;5215;0;NE;0,61;0,753;0,527;0,571
1;MG;DIVINESIA;;Em Cadastro;DIVINESIA;3121902;4437;Divinésia;DIVINESIA;MG;Minas Gerais;3424;0;SE;0,657;0,785;0,559;0,645
1;MG;DIVINO;;Aprovado;DIVINO;3122009;4439;Divino;DIVINO;MG;Minas Gerais;19976;0;SE;0,605;0,823;0,421;0,639
1;MG;DIVINO DAS LARANJEIRAS;;Não Cadastrado;DIVINO DAS LARANJEIRAS;3122108;4441;Divino das Laranjeiras;DIVINO DAS LARANJEIRAS;MG;Minas Gerais;4974;0;SE;0,661;0,811;0,571;0,624
1;ES;DIVINO DE SAO LOURENCO;;Aprovado;DIVINO DE SAO LOURENCO;3201803;5635;Divino de São Lourenço;DIVINO DE SAO LOURENCO;ES;Espírito Santo;4270;0;SE;0,632;0,819;0,496;0,622
1;SP;DIVINOLANDIA;;Não Cadastrado;DIVINOLANDIA;3513900;6379;Divinolândia;DIVINOLANDIA;SP;São Paulo;11086;0;SE;0,734;0,85;0,645;0,72
1;MG;DIVINOLANDIA DE MINAS;;Aprovado;DIVINOLANDIA DE MINAS;3122207;4443;Divinolândia de Minas;DIVINOLANDIA DE MINAS;MG;Minas Gerais;7614;0;SE;0,623;0,812;0,495;0,603
1;MG;DIVINOPOLIS;;Aprovado;DIVINOPOLIS;3122306;4445;Divinópolis;DIVINOPOLIS;MG;Minas Gerais;240408;0;SE;0,764;0,844;0,702;0,753
1;GO;DIVINOPOLIS DE GOIAS;;Não Cadastrado;DIVINOPOLIS DE GOIAS;5208301;9309;Divinópolis de Goiás;DIVINOPOLIS DE GOIAS;GO;Goiás;4778;0;CO;0,653;0,813;0,55;0,624
1;TO;DIVINOPOLIS DO TOCANTINS;;Não Cadastrado;DIVINOPOLIS DO TOCANTINS;1707108;9719;Divinópolis do Tocantins;DIVINOPOLIS DO TOCANTINS;TO;Tocantins;6943;0;N;0,683;0,816;0,585;0,667
1;MG;DIVISA ALEGRE;;Aprovado;DIVISA ALEGRE;3122355;604;Divisa Alegre;DIVISA ALEGRE;MG;Minas Gerais;6868;0;SE;0,608;0,723;0,515;0,603
1;MG;DIVISA NOVA;;Aprovado;DIVISA NOVA;3122405;4447;Divisa Nova;DIVISA NOVA;MG;Minas Gerais;6025;0;SE;0,67;0,801;0,57;0,66
1;MG;DIVISOPOLIS;;Aprovado;DIVISOPOLIS;3122454;2657;Divisópolis;DIVISOPOLIS;MG;Minas Gerais;11211;0;SE;0,609;0,802;0,489;0,577
1;SP;DOBRADA;;Aprovado;DOBRADA;3514007;6381;Dobrada;DOBRADA;SP;São Paulo;9010;0;SE;0,718;0,818;0,655;0,691
1;SP;DOIS CORREGOS;;Aprovado;DOIS CORREGOS;3514106;6383;Dois Córregos;DOIS CORREGOS;SP;São Paulo;27512;0;SE;0,725;0,853;0,616;0,725
1;RS;DOIS IRMAOS;;Aprovado;DOIS IRMAOS;4306403;8625;Dois Irmãos;DOIS IRMAOS;RS;Rio Grande do Sul;33119;0;S;0,743;0,848;0,633;0,763
1;RS;DOIS IRMAOS DAS MISSOES;;Aprovado;DOIS IRMAOS DAS MISSOES;4306429;5971;Dois Irmãos das Missões;DOIS IRMAOS DAS MISSOES;RS;Rio Grande do Sul;2008;0;S;0,67;0,797;0,585;0,646
1;MS;DOIS IRMAOS DO BURITI;;Não Cadastrado;DOIS IRMAOS DO BURITI;5003488;9793;Dois Irmãos do Buriti;DOIS IRMAOS DO BURITI;MS;Mato Grosso do Sul;11467;0;CO;0,639;0,773;0,528;0,64
1;TO;DOIS IRMAOS DO TOCANTINS;;Aprovado;DOIS IRMAOS DO TOCANTINS;1707207;9345;Dois Irmãos do Tocantins;DOIS IRMAOS DO TOCANTINS;TO;Tocantins;7185;0;N;0,583;0,813;0,442;0,551
1;RS;DOIS LAJEADOS;;Em Cadastro;DOIS LAJEADOS;4306452;8427;Dois Lajeados;DOIS LAJEADOS;RS;Rio Grande do Sul;3405;0;S;0,757;0,837;0,67;0,775
1;AL;DOIS RIACHOS;;Aprovado;DOIS RIACHOS;2702504;2749;Dois Riachos;DOIS RIACHOS;AL;Alagoas;11067;0;NE;0,532;0,762;0,385;0,513
1;PR;DOIS VIZINHOS;;Aprovado;DOIS VIZINHOS;4107207;7541;Dois Vizinhos;DOIS VIZINHOS;PR;Paraná;41038;0;S;0,767;0,85;0,711;0,747
1;SP;DOLCINOPOLIS;;Não Cadastrado;DOLCINOPOLIS;3514205;6385;Dolcinópolis;DOLCINOPOLIS;SP;São Paulo;2112;0;SE;0,742;0,825;0,709;0,699
1;MT;DOM AQUINO;;Rejeitado;DOM AQUINO;5103601;9071;Dom Aquino;DOM AQUINO;MT;Mato Grosso;8159;0;CO;0,69;0,806;0,593;0,687
1;BA;DOM BASILIO;;Aprovado;DOM BASILIO;2910107;3501;Dom Basílio;DOM BASILIO;BA;Bahia;12240;0;NE;0,591;0,783;0,482;0,547
1;MG;DOM BOSCO;;Aprovado;DOM BOSCO;3122470;606;Dom Bosco;DOM BOSCO;MG;Minas Gerais;3655;0;SE;0,673;0,815;0,597;0,627
1;MG;DOM CAVATI;;Não Cadastrado;DOM CAVATI;3122504;4449;Dom Cavati;DOM CAVATI;MG;Minas Gerais;5048;0;SE;0,688;0,784;0,63;0,66
1;PA;DOM ELISEU;;Aprovado;DOM ELISEU;1502939;583;Dom Eliseu;DOM ELISEU;PA;Pará;60469;0;N;0,615;0,763;0,502;0,606
1;PI;DOM EXPEDITO LOPES;;Aprovado;DOM EXPEDITO LOPES;2203404;1067;Dom Expedito Lopes;DOM EXPEDITO LOPES;PI;Piauí;6922;0;NE;0,601;0,762;0,488;0,583
1;RS;DOM FELICIANO;;Aprovado;DOM FELICIANO;4306502;8627;Dom Feliciano;DOM FELICIANO;RS;Rio Grande do Sul;15487;0;S;0,587;0,818;0,39;0,633
1;PI;DOM INOCENCIO;;Aprovado;DOM INOCENCIO;2203453;1289;Dom Inocêncio;DOM INOCENCIO;PI;Piauí;9565;0;NE;0,549;0,756;0,439;0,498
1;MG;DOM JOAQUIM;;Não Cadastrado;DOM JOAQUIM;3122603;4451;Dom Joaquim;DOM JOAQUIM;MG;Minas Gerais;4451;0;SE;0,622;0,819;0,482;0,61
1;BA;DOM MACEDO COSTA;;Aprovado;DOM MACEDO COSTA;2910206;3503;Dom Macedo Costa;DOM MACEDO COSTA;BA;Bahia;4065;0;NE;0,632;0,795;0,531;0,598
1;RS;DOM PEDRITO;;Aprovado;DOM PEDRITO;4306601;8629;Dom Pedrito;DOM PEDRITO;RS;Rio Grande do Sul;38339;0;S;0,708;0,848;0,585;0,715
1;MA;DOM PEDRO;;Aprovado;DOM PEDRO;2103802;773;Dom Pedro;DOM PEDRO;MA;Maranhão;23372;0;NE;0,622;0,759;0,545;0,582
1;RS;DOM PEDRO DE ALCANTARA;;Não Cadastrado;DOM PEDRO DE ALCANTARA;4306551;976;Dom Pedro de Alcântara;DOM PEDRO DE ALCANTARA;RS;Rio Grande do Sul;2527;0;S;0,691;0,82;0,577;0,697
1;MG;DOM SILVERIO;;Não Cadastrado;DOM SILVERIO;3122702;4453;Dom Silvério;DOM SILVERIO;MG;Minas Gerais;5232;0;SE;0,709;0,847;0,636;0,661
1;MG;DOM VICOSO;;Não Cadastrado;DOM VICOSO;3122801;4455;Dom Viçoso;DOM VICOSO;MG;Minas Gerais;2997;0;SE;0,687;0,819;0,641;0,617
1;ES;DOMINGOS MARTINS;;Aprovado;DOMINGOS MARTINS;3201902;5637;Domingos Martins;DOMINGOS MARTINS;ES;Espírito Santo;33986;0;SE;0,669;0,833;0,528;0,68
1;PI;DOMINGOS MOURAO;;Aprovado;DOMINGOS MOURAO;2203420;1141;Domingos Mourão;DOMINGOS MOURAO;PI;Piauí;4354;0;NE;0,55;0,755;0,403;0,547
1;SC;DONA EMMA;;Aprovado;DONA EMMA;4205100;8099;Dona Emma;DONA EMMA;SC;Santa Catarina;4186;0;S;0,742;0,862;0,622;0,762
1;MG;DONA EUSEBIA;;Aprovado;DONA EUSEBIA;3122900;4457;Dona Eusébia;DONA EUSEBIA;MG;Minas Gerais;6619;0;SE;0,701;0,841;0,598;0,684
1;RS;DONA FRANCISCA;;Não Cadastrado;DONA FRANCISCA;4306700;8631;Dona Francisca;DONA FRANCISCA;RS;Rio Grande do Sul;2999;0;S;0,697;0,831;0,568;0,718
1;PB;DONA INES;;Aprovado;DONA INES;2505709;2015;Dona Inês;DONA INES;PB;Paraíba;10413;0;NE;0,545;0,69;0,447;0,524
1;MG;DORES DE CAMPOS;;Aprovado;DORES DE CAMPOS;3123007;4459;Dores de Campos;DORES DE CAMPOS;MG;Minas Gerais;10223;0;SE;0,686;0,823;0,585;0,671
1;MG;DORES DE GUANHAES;;Não Cadastrado;DORES DE GUANHAES;3123106;4461;Dores de Guanhães;DORES DE GUANHAES;MG;Minas Gerais;5154;0;SE;0,636;0,821;0,512;0,612
1;MG;DORES DO INDAIA;;Aprovado;DORES DO INDAIA;3123205;4463;Dores do Indaiá;DORES DO INDAIA;MG;Minas Gerais;13427;0;SE;0,719;0,84;0,623;0,71
1;ES;DORES DO RIO PRETO;;Aprovado;DORES DO RIO PRETO;3202009;5639;Dores do Rio Preto;DORES DO RIO PRETO;ES;Espírito Santo;6771;0;SE;0,654;0,813;0,542;0,635
1;MG;DORES DO TURVO;;Não Cadastrado;DORES DO TURVO;3123304;4465;Dores do Turvo;DORES DO TURVO;MG;Minas Gerais;4230;0;SE;0,629;0,829;0,49;0,613
1;MG;DORESOPOLIS;;Não Cadastrado;DORESOPOLIS;3123403;4467;Doresópolis;DORESOPOLIS;MG;Minas Gerais;1533;0;SE;0,692;0,869;0,585;0,652
1;PE;DORMENTES;;Aprovado;DORMENTES;2605152;2299;Dormentes;DORMENTES;PE;Pernambuco;19079;0;NE;0,589;0,741;0,495;0,558
1;MS;DOURADINA;;Em Cadastro;DOURADINA;4107256;8465;Douradina;DOURADINA;PR;Paraná;8869;0;S;0,724;0,818;0,644;0,721
1;PR;DOURADINA;;Em Cadastro;DOURADINA;5003504;9805;Douradina;DOURADINA;MS;Mato Grosso do Sul;5975;0;CO;0,699;0,809;0,597;0,706
1;SP;DOURADO;;Aprovado;DOURADO;3514304;6387;Dourado;DOURADO;SP;São Paulo;8878;0;SE;0,738;0,811;0,689;0,718
1;MG;DOURADOQUARA;;Não Cadastrado;DOURADOQUARA;3123502;4469;Douradoquara;DOURADOQUARA;MG;Minas Gerais;1912;0;SE;0,706;0,847;0,591;0,704
1;MS;DOURADOS;;Aprovado;DOURADOS;5003702;9073;Dourados;DOURADOS;MS;Mato Grosso do Sul;225495;0;CO;0,747;0,843;0,657;0,753
1;PR;DOUTOR CAMARGO;;Não Cadastrado;DOUTOR CAMARGO;4107306;7543;Doutor Camargo;DOUTOR CAMARGO;PR;Paraná;5983;0;S;0,746;0,839;0,702;0,704
1;RS;DOUTOR MAURICIO CARDOSO;;Em Cadastro;DOUTOR MAURICIO CARDOSO;4306734;8425;Doutor Maurício Cardoso;DOUTOR MAURICIO CARDOSO;RS;Rio Grande do Sul;4462;0;S;0,706;0,84;0,593;0,707
1;SC;DOUTOR PEDRINHO;;Aprovado;DOUTOR PEDRINHO;4205159;9945;Doutor Pedrinho;DOUTOR PEDRINHO;SC;Santa Catarina;4115;0;S;0,716;0,843;0,609;0,714
1;RS;DOUTOR RICARDO;;Não Cadastrado;DOUTOR RICARDO;4306759;978;Doutor Ricardo;DOUTOR RICARDO;RS;Rio Grande do Sul;1975;0;S;0,724;0,855;0,593;0,749
1;RN;DOUTOR SEVERIANO;;Aprovado;DOUTOR SEVERIANO;2403202;1663;Doutor Severiano;DOUTOR SEVERIANO;RN;Rio Grande do Norte;7072;0;NE;0,621;0,747;0,566;0,567
1;PR;DOUTOR ULYSSES;;Não Cadastrado;DOUTOR ULYSSES;4128633;5449;Doutor Ulysses;DOUTOR ULYSSES;PR;Paraná;5552;0;S;0,546;0,791;0,362;0,57
1;GO;DOVERLANDIA;;Aprovado;DOVERLANDIA;5207253;9675;Doverlândia;DOVERLANDIA;GO;Goiás;7247;0;CO;0,668;0,84;0,518;0,684
1;SP;DRACENA;;Aprovado;DRACENA;3514403;6389;Dracena;DRACENA;SP;São Paulo;47043;0;SE;0,776;0,842;0,737;0,752
1;SP;DUARTINA;;Aprovado;DUARTINA;3514502;6391;Duartina;DUARTINA;SP;São Paulo;12433;0;SE;0,748;0,837;0,698;0,716
1;RJ;DUAS BARRAS;;Aprovado;DUAS BARRAS;3301603;5831;Duas Barras;DUAS BARRAS;RJ;Rio de Janeiro;11528;0;SE;0,659;0,79;0,534;0,677
1;PB;DUAS ESTRADAS;;Não Cadastrado;DUAS ESTRADAS;2505808;2017;Duas Estradas;DUAS ESTRADAS;PB;Paraíba;3582;0;NE;0,603;0,795;0,488;0,565
1;TO;DUERE;;Aprovado;DUERE;1707306;9347;Dueré;DUERE;TO;Tocantins;4686;0;N;0,679;0,846;0,566;0,654
