registros,I_Cmp,I_Und
5,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",...
5,CARTUCHO IMPRESSÃO,2
5,CARTUCHO TONER IMPRESSORA HP,"CAIXA 50,00 UN"
5,CARTUCHO TINTA IMPRESSORA HP,CARTUCHO
5,CARTUCHO IMPRESSÃO,"60,00"
5,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 1000,00 ML"
5,CARTUCHO IMPRESSÃO,JOGO
5,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SRV
5,CARTUCHO IMPRESSÃO,"62,80"
5,CARTUCHO TONER IMPRESSORA HP,"CAIXA 10,00 RES"
5,CARTUCHO IMPRESSÃO,_UN
5,CARTUCHO TONER IMPRESSORA LEXMARK,UNID.
5,CARTUCHO IMPRESSÃO,JG
5,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",2
5,CARTUCHO IMPRESSÃO,"68,00"
4,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",TONER
4,CONJUNTO CARTUCHO TONER IMPRESSORA / COPIADORA,UN
4,CARTUCHO TINTA IMPRESSORA HP,"BARRA 200,00 G"
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RECARGA COMPLETA
4,CARTUCHO IMPRESSÃO,UNIDADE
4,CARTUCHO IMPRESSÃO,15
4,CARTUCHO IMPRESSÃO,7700
4,CARTUCHO IMPRESSÃO,UM.
4,CARTUCHO TINTA IMPRESSORA HP,"SACO 20,00 KG"
4,CARTUCHO TONER IMPRESSORA HP,"*FRASCO 200,00 G"
4,CARTUCHO IMPRESSÃO,UDS.
4,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,"CAIXA 4,00 UN"
4,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 10,00 RES"
4,CARTUCHO TINTA IMPRESSORA HP,SERVICO
4,CARTUCHO IMPRESSÃO,RESMA
4,CARTUCHO IMPRESSÃO,"72,00"
4,CARTUCHO IMPRESSÃO,7200
4,CARTUCHO TINTA IMPRESSORA HP,RECARGA
4,CARTUCHO IMPRESSÃO,UIND
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",VARIAS
4,CARTUCHO TINTA IMPRESSORA HP,"ROLO 250,00 G"
4,CARTUCHO IMPRESSÃO,"70,00"
4,CARTUCHO IMPRESSÃO,1790
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",VB
4,CARTUCHO IMPRESSÃO,CARTUCHO PARA IMPRES
4,CARTUCHO IMPRESSÃO,"65,00"
4,CARTUCHO TINTA IMPRESSORA XEROX,"CAIXA 10,00 UN"
4,CARTUCHO IMPRESSÃO,8900
4,CARTUCHO IMPRESSÃO,8000
4,CARTUCHO IMPRESSÃO,F
4,CARTUCHO IMPRESSÃO,6940
4,CARTUCHO IMPRESSÃO,5900
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",X
4,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 2500,00 UN"
4,CARTUCHO IMPRESSÃO,CINCO
4,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 24,00 UN"
4,CARTUCHO IMPRESSÃO,TB.
4,CARTUCHO IMPRESSÃO,"89,00"
4,CARTUCHO TONER IMPRESSORA BROTHER,"FRASCO 1,00 G"
4,CARTUCHO TINTA IMPRESSORA HP,1
4,CARTUCHO TINTA IMPRESSORA HP,"PACOTE 100,00 UN"
4,CARTUCHO IMPRESSÃO,"111,02"
4,CARTUCHO IMPRESSÃO,HP
4,CARTUCHO TINTA IMPRESSORA HP,CARTUCHO HP 28000DTN
4,CARTUCHO TINTA IMPRESSORA XEROX,"CAIXA 750,00 FL"
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SVÇ
4,CARTUCHO IMPRESSÃO,"64,00"
4,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 1000,00 FL"
4,CARTUCHO IMPRESSÃO,7800
4,CARTUCHO IMPRESSÃO,ROLO
4,CARTUCHO TONER IMPRESSORA HP,"1,00 UN"
4,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",ML
4,CARTUCHO TINTA IMPRESSORA HP,"*PACOTE 500,00 FL"
4,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 3000,00 UN"
4,CARTUCHO IMPRESSÃO,"55,60"
4,CARTUCHO TINTA IMPRESSORA HP,"*PACOTE 100,00 UN"
4,CARTUCHO TONER IMPRESSORA HP,SERV
4,CARTUCHO TONER IMPRESSORA LEXMARK,"CAIXA 750,00 FL"
4,CARTUCHO TINTA IMPRESSORA HP,"PACOTE 1000,00 FL"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SETE
3,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 100,00 UN"
3,CARTUCHO IMPRESSÃO,UN HP 51649A COLOR
3,CARTUCHO TINTA IMPRESSORA LEXMARK,UNID.
3,CARTUCHO IMPRESSÃO,"75,00"
3,CARTUCHO IMPRESSÃO,8800
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",OUTRAS
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SERVICO.
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",CARTUCHO C8727
3,CARTUCHO IMPRESSÃO,11000
3,CARTUCHO TINTA IMPRESSORA HP,"FARDO 2400,00 FL"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",LOTE UNICO
3,CARTUCHO TINTA IMPRESSORA HP,UD
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","10,00"
3,CARTUCHO IMPRESSÃO,7300
3,CARTUCHO IMPRESSÃO,QUATRO
3,CARTUCHO TONER IMPRESSORA MINOLTA,"CAIXA 50,00 UN"
3,CARTUCHO TINTA IMPRESSORA HP,CAIXA COM UMA UNIDAD
3,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 500,00 FL"
3,CARTUCHO IMPRESSÃO,7340
3,CARTUCHO TONER IMPRESSORA HP,PAR
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",KIT
3,CARTUCHO IMPRESSÃO,VB
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SEIS
3,CARTUCHO IMPRESSÃO,P
3,CARTUCHO TONER IMPRESSORA LEXMARK,"CAIXA 50,00 UN"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",153276
3,CARTUCHO TINTA IMPRESSORA HP,UNI
3,CARTUCHO IMPRESSÃO,PÇ ORIGINAL
3,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"2,00 UN"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",REC.
3,CARTUCHO IMPRESSÃO,LOTE
3,CARTUCHO IMPRESSÃO,"59,00"
3,CARTUCHO IMPRESSÃO,UMD
3,CARTUCHO IMPRESSÃO,PEÇA GENERICO
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",MENSAL
3,CARTUCHO TINTA IMPRESSORA LEXMARK,UND
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",40
3,CARTUCHO TINTA IMPRESSORA CANON,UNID
3,CARTUCHO IMPRESSÃO,9900
3,CARTUCHO TONER IMPRESSORA OCÉ,"GARRAFA 450,00 G"
3,CARTUCHO TINTA IMPRESSORA EPSON,UND
3,CARTUCHO IMPRESSÃO,"58,20"
3,CARTUCHO IMPRESSÃO,UNIDS.
3,CARTUCHO IMPRESSÃO,UN BCI 21 COLOR
3,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"CAIXA 1,00 UN"
3,CARTUCHO IMPRESSÃO,FRASCOS
3,CARTUCHO TINTA IMPRESSORA HP,UND.
3,CARTUCHO IMPRESSÃO,PEÇA COLOR
3,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"RESMA 500,00 FL"
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",CART
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",DIVERSOS
3,CARTUCHO IMPRESSÃO,OITO
3,CARTUCHO IMPRESSÃO,"63,00"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SERVIÇO TOTAL
3,CARTUCHO IMPRESSÃO,CARTUCHO
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",REC
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",8
3,CARTUCHO IMPRESSÃO,6900
3,CARTUCHO IMPRESSÃO,"62,90"
3,CARTUCHO IMPRESSÃO,7400
3,CARTUCHO IMPRESSÃO,95
3,CARTUCHO IMPRESSÃO,"64,98"
3,CARTUCHO TINTA IMPRESSORA CANON,"CAIXA 750,00 FL"
3,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 10,00 UN"
3,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 100,00 FL"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",MO
3,CARTUCHO TINTA IMPRESSORA,CAIXA 01 UN
3,CARTUCHO IMPRESSÃO,METRO
3,CARTUCHO IMPRESSÃO,7250
3,CARTUCHO IMPRESSÃO,CX C/1 UN
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UND.
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",...
3,CARTUCHO IMPRESSÃO,QUATORZE
3,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 1500,00 FL"
3,CARTUCHO TINTA IMPRESSORA BEMATECH,"CAIXA 10,00 UN"
3,CARTUCHO TINTA IMPRESSORA CANON,UND
3,CARTUCHO IMPRESSÃO,KITS
3,CARTUCHO IMPRESSÃO,"79,00"
3,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",CARTUCHO C8728
3,CARTUCHO IMPRESSÃO,CTC
3,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",GLOBAL
3,CARTUCHO TINTA IMPRESSORA HP,SERV
3,CARTUCHO IMPRESSÃO,FOLHA
3,CARTUCHO IMPRESSÃO,CARTUCHO P/IMPRESSOR
3,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 5000,00 UN"
3,CARTUCHO TONER IMPRESSORA SAMSUNG,NAO INFORMADO
2,CARTUCHO IMPRESSÃO,9100
2,CARTUCHO IMPRESSÃO,"64,90"
2,CARTUCHO IMPRESSÃO,UNID
2,CARTUCHO TONER IMPRESSORA LEXMARK,PAR
2,CARTUCHO TINTA IMPRESSORA,UIND
2,CARTUCHO IMPRESSÃO,"72,25"
2,CARTUCHO TINTA IMPRESSORA LEXMARK,"FRASCO 1,00 L"
2,CARTUCHO IMPRESSÃO,"CAIXA 2500,00 FL"
2,CARTUCHO IMPRESSÃO,"99,50"
2,CARTUCHO IMPRESSÃO,CARTUCHO HP 51629A
2,CARTUCHO IMPRESSÃO,TINTA
2,CARTUCHO IMPRESSÃO,62
2,CARTUCHO IMPRESSÃO,9300
2,CARTUCHO TONER IMPRESSORA HP,"CAIXA 50,00 FL"
2,CARTUCHO TINTA IMPRESSORA CANON,"FARDO 64,00 RO"
2,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 750,00 FL"
2,CARTUCHO IMPRESSÃO,7880
2,CARTUCHO TONER IMPRESSORA HP,"TUBO 100,00 UN"
2,CARTUCHO TINTA IMPRESSORA CANON,"RESMA 500,00 FL"
2,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,CAIXAS
2,CARTUCHO TINTA IMPRESSORA HP,UNIDADE.
2,CARTUCHO TINTA IMPRESSORA EPSON,"ROLO 250,00 G"
2,CARTUCHO TINTA IMPRESSORA HP,"BISNAGA 8,00 G"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RECARGA DE CARTUCHO
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",UNID/SERV
2,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 750,00 FL"
2,CARTUCHO IMPRESSÃO,PR
2,CARTUCHO IMPRESSÃO,UM
2,CARTUCHO TINTA IMPRESSORA HP,UNIDADES.
2,CARTUCHO TINTA IMPRESSORA LEXMARK,UNID
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",O SERVICO
2,CARTUCHO IMPRESSÃO,"84,00"
2,CARTUCHO TINTA IMPRESSORA HP,C R 0/3
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",HORAS
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",KIT
2,CARTUCHO IMPRESSÃO,"99,00"
2,CARTUCHO IMPRESSÃO,8600
2,CARTUCHO TINTA IMPRESSORA HP,C R O/3
2,CARTUCHO TINTA IMPRESSORA HP,"ROLO 30,00 M"
2,CARTUCHO IMPRESSÃO,CARTUCHO HP51645A
2,CARTUCHO IMPRESSÃO,"67,80"
2,CARTUCHO IMPRESSÃO,RL
2,CARTUCHO IMPRESSÃO,NU
2,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,*CARTUCHO
2,CARTUCHO IMPRESSÃO,"71,00"
2,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 5000,00 FL"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",U.N.D
2,CARTUCHO TONER IMPRESSORA OKIDATA,"CAIXA 750,00 FL"
2,CARTUCHO TINTA IMPRESSORA EPSON,UNID
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","45,00"
2,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,CAIXA
2,CARTUCHO IMPRESSÃO,UN 51625A
2,CARTUCHO IMPRESSÃO,UN BC02 PRETO
2,CARTUCHO TINTA IMPRESSORA HP,CAIXA COM UM
2,CARTUCHO IMPRESSÃO,9980
2,CARTUCHO IMPRESSÃO,UN BCI 21 PRETO
2,CARTUCHO IMPRESSÃO,6980
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","15,00"
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",KG
2,CARTUCHO IMPRESSÃO,"60,14"
2,CARTUCHO IMPRESSÃO,"103,98"
2,CARTUCHO IMPRESSÃO,6700
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SVO
2,CARTUCHO IMPRESSÃO,A PECA
2,CARTUCHO IMPRESSÃO,SEIS
2,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 50,00 UN"
2,CARTUCHO IMPRESSÃO,62.6
2,CARTUCHO TONER IMPRESSORA LEXMARK,RECARGA
2,CARTUCHO IMPRESSÃO,5825
2,CARTUCHO IMPRESSÃO,5980
2,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,UND
2,CARTUCHO IMPRESSÃO,6000
2,CARTUCHO TINTA IMPRESSORA CANON,"*FRASCO 500,00 ML"
2,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,RL
2,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 12,00 UN"
2,CARTUCHO IMPRESSÃO,CART. TINTA HP 820CX
2,CARTUCHO TINTA IMPRESSORA HP,HP
2,CARTUCHO IMPRESSÃO,LT
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",CARTUCHO C6615
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",UNDIADE
2,CARTUCHO TINTA IMPRESSORA HP,JOGO
2,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,CAIXA
2,CARTUCHO IMPRESSÃO,10000
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SV UND
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SERVIÇOS POR UNIDADE
2,CARTUCHO TONER IMPRESSORA HP,"CAIXA 3000,00 FL"
2,CARTUCHO IMPRESSÃO,"CAIXA 50,00 UN"
2,CARTUCHO IMPRESSÃO,7100
2,CARTUCHO IMPRESSÃO,"61,00"
2,CARTUCHO IMPRESSÃO,"114,80"
2,CARTUCHO TONER IMPRESSORA HP,CENTENA
2,CARTUCHO IMPRESSÃO,CARTUCHO RECARREGADO
2,CARTUCHO TINTA IMPRESSORA CANON,"FARDO 2400,00 FL"
2,CARTUCHO IMPRESSÃO,14007
2,CARTUCHO TONER IMPRESSORA HP,UNID.
2,CARTUCHO IMPRESSÃO,6950
2,CARTUCHO TINTA IMPRESSORA HP,CENTENA
2,CARTUCHO IMPRESSÃO,6310
2,CARTUCHO TINTA IMPRESSORA OLIVETTI,"CAIXA 750,00 FL"
2,CARTUCHO TINTA IMPRESSORA LEXMARK,"CILINDRO 13,60 KG"
2,CARTUCHO IMPRESSÃO,"68,40"
2,CARTUCHO TINTA IMPRESSORA LEXMARK,"FRASCO 1000,00 ML"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",10
2,CARTUCHO IMPRESSÃO,20
2,CARTUCHO TINTA IMPRESSORA HP,METRO CÚBICO
2,CARTUCHO IMPRESSÃO,IM
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",3500
2,CARTUCHO IMPRESSÃO,13363
2,CARTUCHO IMPRESSÃO,"91,67"
2,CARTUCHO IMPRESSÃO,16
2,CARTUCHO IMPRESSÃO,UNID.
2,CARTUCHO IMPRESSÃO,"CARTUCHO C/22,8 ML"
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",PEÇAS
2,CARTUCHO IMPRESSÃO,O CARTUCHO
2,CARTUCHO TINTA IMPRESSORA HP,"TUBO 50,00 UN"
2,CARTUCHO IMPRESSÃO,65
2,CARTUCHO IMPRESSÃO,UD.
2,CARTUCHO TINTA IMPRESSORA,FR
2,CARTUCHO TONER IMPRESSORA LEXMARK,"CAIXA 10,00 UN"
2,CARTUCHO IMPRESSÃO,6500
2,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 144,00 UN"
2,CARTUCHO IMPRESSÃO,PC HP 51629A
2,CARTUCHO IMPRESSÃO,"61,50"
2,CARTUCHO IMPRESSÃO,PEÇA COR PRETO
2,CARTUCHO TINTA IMPRESSORA HP,"*PACOTE 1,00 KG"
2,CARTUCHO TINTA IMPRESSORA,UNITARIO
2,CARTUCHO TINTA IMPRESSORA EPSON,CENTENA
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",3
2,CARTUCHO IMPRESSÃO,"63,70"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",JATO DE TINTA HP
2,CARTUCHO IMPRESSÃO,6060
2,CARTUCHO IMPRESSÃO,CARTUCHO C/40 ML
2,CARTUCHO TINTA IMPRESSORA,VIDRO
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",REMANUFATURAMENTO
2,CARTUCHO TINTA IMPRESSORA HP,UNDADE
2,CARTUCHO IMPRESSÃO,PAR
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",MATERIAL
2,CARTUCHO IMPRESSÃO,CONJ.
2,CARTUCHO IMPRESSÃO,"77,00"
2,CARTUCHO TINTA IMPRESSORA HP,"PACOTE 8,00 UN"
2,CARTUCHO IMPRESSÃO,"*FRASCO 90,00 G"
2,CARTUCHO IMPRESSÃO,UNIDDE
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","85,00"
2,CARTUCHO TINTA IMPRESSORA EPSON,"RESMA 500,00 FL"
2,CARTUCHO TINTA IMPRESSORA,UNIDADES
2,CARTUCHO TONER COPIADORA / IMPRESSORA PANASONIC,BB
2,CARTUCHO IMPRESSÃO,"49,00"
2,CARTUCHO IMPRESSÃO,UNDADES
2,CARTUCHO IMPRESSÃO,"UM,"
2,CARTUCHO TINTA IMPRESSORA EPSON,PÇ
2,CARTUCHO TINTA IMPRESSORA CANON,"CAIXA 20,00 FL"
2,CARTUCHO TINTA IMPRESSORA EPSON,"CAIXA 500,00 FL"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SERVIÇO.
2,CARTUCHO TONER IMPRESSORA HP,RECARGA
2,CARTUCHO TINTA IMPRESSORA OLIVETTI,"CAIXA 10,00 UN"
2,CARTUCHO TONER IMPRESSORA HP,"TUBO 50,00 UN"
2,CARTUCHO IMPRESSÃO,UNID;
2,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,"1,00 UN"
2,CARTUCHO IMPRESSÃO,UNIADE
2,CARTUCHO IMPRESSÃO,UNH
2,CARTUCHO IMPRESSÃO,6800
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",SERVIÇO RECARGA
2,CARTUCHO TINTA IMPRESSORA HP,"TUBO 8,00 G"
2,CARTUCHO TONER IMPRESSORA HP,"PACOTE 100,00 FL"
2,CARTUCHO TINTA IMPRESSORA CANON,"TUBO 25,00 UN"
2,CARTUCHO TINTA IMPRESSORA CANON,UN.
2,CARTUCHO TONER IMPRESSORA HP,"LATA 500,00 G"
2,CARTUCHO IMPRESSÃO,5000
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","7,00"
2,CARTUCHO IMPRESSÃO,"66,00"
2,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",22
2,CARTUCHO IMPRESSÃO,UNN
2,CARTUCHO TINTA IMPRESSORA EPSON,"*FRASCO 15,00 ML"
2,CARTUCHO TINTA IMPRESSORA LEXMARK,"CAIXA 3000,00 FL"
2,CARTUCHO IMPRESSÃO,UN HP 51629A PRETO
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","70,00"
2,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 1000,00 UN"
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",RECARGA/CARTUCHO
2,CARTUCHO IMPRESSÃO,_UM
2,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",S
2,CARTUCHO IMPRESSÃO,"74,00"
2,CARTUCHO IMPRESSÃO,20 UN
2,CARTUCHO IMPRESSÃO,5700
2,CARTUCHO IMPRESSÃO,DOIS
1,CARTUCHO TONER IMPRESSORA LEXMARK,"BLOCO 25,00 FL"
1,CARTUCHO IMPRESSÃO,TONALIZADOR
1,CARTUCHO IMPRESSÃO,UND C/ 28 ML
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",12629
1,CARTUCHO TONER IMPRESSORA HP,COMPRESSOR
1,CARTUCHO IMPRESSÃO,UN HP 51641A
1,CARTUCHO TONER IMPRESSORA BROTHER,"EMBALAGEM 2,00 UN"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",3700
1,CARTUCHO IMPRESSÃO,"165,00"
1,CARTUCHO IMPRESSÃO,UUNIDADES
1,CARTUCHO TONER IMPRESSORA EPSON,"*PACOTE 20,00 UN"
1,CARTUCHO IMPRESSÃO,"137,00"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",4
1,CARTUCHO IMPRESSÃO,CARTUCHO HP 600 5164
1,CARTUCHO TONER IMPRESSORA / COPIADORA SHARP,"RESMA 500,00 FL"
1,CARTUCHO IMPRESSÃO,U N
1,CARTUCHO IMPRESSÃO,PÇ REF.BCI 21 COLOR
1,CARTUCHO IMPRESSÃO,"140,07"
1,CARTUCHO TONER IMPRESSORA / COPIADORA RICOH,*CARTUCHO
1,CARTUCHO TONER IMPRESSORA HP,25_KG
1,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 50,00 PAR"
1,CARTUCHO IMPRESSÃO,CART. CANONBC02 PTO
1,CARTUCHO IMPRESSÃO,7
1,CARTUCHO IMPRESSÃO,"332,10"
1,CARTUCHO TINTA IMPRESSORA HP,"CAIXA 50,00 G"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",0
1,CARTUCHO IMPRESSÃO,3667
1,CARTUCHO IMPRESSÃO,UNIDADER
1,CARTUCHO IMPRESSÃO,28
1,CARTUCHO TINTA IMPRESSORA HP,"BLOCO 50,00 FL"
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",12
1,CARTUCHO IMPRESSÃO,CARTUCHO HP51641
1,CARTUCHO IMPRESSÃO,PÇ MOD.51629A PRETO
1,CARTUCHO IMPRESSÃO,64
1,CARTUCHO IMPRESSÃO,SER
1,CARTUCHO TINTA IMPRESSORA LEXMARK,CX
1,CARTUCHO IMPRESSÃO,CARTUCHO HP C6615 D
1,CARTUCHO IMPRESSÃO,TONER HP 5L3906A
1,CARTUCHO TONER IMPRESSORA / COPIADORA XEROX,"PACOTE 250,00 G"
1,CARTUCHO IMPRESSÃO,UN HP6615DN PRETO
1,CARTUCHO IMPRESSÃO,59
1,CARTUCHO IMPRESSÃO,CART. HP 51645A
1,CARTUCHO TINTA IMPRESSORA HP,CAIXA C/UMA UNIDADE
1,CARTUCHO IMPRESSÃO,9747
1,CARTUCHO IMPRESSÃO,7650
1,CARTUCHO IMPRESSÃO,UN'
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",VERBA
1,CARTUCHO IMPRESSÃO,8850
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",.
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",CART
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""","49,00"
1,CARTUCHO IMPRESSÃO,94889
1,CARTUCHO TONER IMPRESSORA HP,"ROLO 1000,00 UN"
1,"RECARGA DE CARTUCHO PARA IMPRESSORA ""SUSPENSO""",QUATRO
1,CARTUCHO TONER IMPRESSORA TEKTRONIX PHASER,*CARTUCHO
1,"REMANUFATURAMENTO CARTUCHO (CABECA IMPRESSAO) / IMPRESSORA /COPIADORA / FAX ""SUSPENSO""",SC
1,CARTUCHO IMPRESSÃO,"210,00"
1,CARTUCHO IMPRESSÃO,"120,00"
1,CARTUCHO IMPRESSÃO,"82,90"
1,CARTUCHO IMPRESSÃO,"769,00"
